t,x,y
0.0,4.0,-1.5
0.105,4.0,-1.5
0.213,4.0,-1.4999
0.315,3.9998,-1.4992
0.42,3.9996,-1.4983
0.525,3.9992,-1.4971
0.63,3.9988,-1.4959
0.738,3.9983,-1.4948
0.84,3.9977,-1.4938
0.945,3.9972,-1.4925
1.05,3.9967,-1.4912
1.155,3.9961,-1.4899
1.26,3.9956,-1.4885
1.365,3.9937,-1.4855
1.47,3.9859,-1.474
1.575,3.9743,-1.4526
1.68,3.9635,-1.427
1.785,3.9549,-1.4002
1.89,3.9482,-1.3732
1.995,3.9429,-1.3461
2.1,3.939,-1.319
2.205,3.9361,-1.2918
2.31,3.9337,-1.2645
2.418,3.9315,-1.2372
2.52,3.9296,-1.21
2.625,3.9278,-1.1827
2.73,3.9261,-1.1554
2.832,3.9245,-1.1281
2.94,3.923,-1.1009
3.045,3.9214,-1.0736
3.15,3.9198,-1.0464
3.255,3.9181,-1.0193
3.36,3.9162,-0.9921
3.465,3.914,-0.965
3.57,3.9115,-0.9379
3.675,3.9087,-0.9109
3.78,3.9056,-0.8839
3.888,3.902,-0.857
3.99,3.898,-0.8302
4.116,3.8925,-0.7982
4.224,3.8872,-0.7716
4.326,3.8815,-0.7451
4.431,3.875,-0.7188
4.536,3.8679,-0.6927
4.644,3.8601,-0.6668
4.749,3.8518,-0.6411
4.851,3.8427,-0.6156
4.959,3.8329,-0.5903
5.061,3.8224,-0.5654
5.166,3.8112,-0.5407
5.271,3.7994,-0.5164
5.379,3.7869,-0.4924
5.484,3.7737,-0.4688
5.586,3.7601,-0.446
5.691,3.7461,-0.4241
5.799,3.7314,-0.4027
5.901,3.7161,-0.3817
6.009,3.7002,-0.3611
6.111,3.6836,-0.3411
6.216,3.6661,-0.3212
6.324,3.6476,-0.3015
6.429,3.6285,-0.2824
6.531,3.6089,-0.2638
6.636,3.5887,-0.2458
6.741,3.568,-0.2284
6.846,3.5468,-0.2116
6.954,3.5251,-0.1954
7.056,3.5033,-0.1802
7.161,3.4811,-0.1656
7.266,3.4582,-0.1514
7.371,3.4347,-0.1378
7.479,3.411,-0.1249
7.581,3.3868,-0.1126
7.686,3.3623,-0.101
7.794,3.3376,-0.0901
7.896,3.3125,-0.0798
8.001,3.2872,-0.0701
8.106,3.2617,-0.061
8.211,3.236,-0.0525
8.319,3.21,-0.0445
8.421,3.1839,-0.037
8.526,3.1577,-0.03
8.628,3.1313,-0.0235
8.736,3.1048,-0.0176
8.841,3.0782,-0.0122
8.943,3.0515,-0.0072
9.048,3.0248,-0.0026
9.156,2.998,0.0015
9.261,2.971,0.0052
9.366,2.9441,0.0084
9.471,2.917,0.0112
9.576,2.8899,0.0136
9.681,2.8628,0.0157
9.786,2.8357,0.0175
9.891,2.8085,0.019
9.996,2.7813,0.0202
10.101,2.754,0.0212
10.206,2.7268,0.022
10.314,2.6996,0.0227
10.416,2.6723,0.0231
10.521,2.6451,0.0235
10.629,2.6178,0.0236
10.731,2.5905,0.0237
10.842,2.5633,0.0237
10.962,2.5305,0.0235
11.067,2.5033,0.0232
11.172,2.476,0.0229
11.277,2.4487,0.0225
11.382,2.4214,0.022
11.49,2.3941,0.0215
11.592,2.3669,0.0209
11.697,2.3396,0.0203
11.802,2.3123,0.0197
11.907,2.285,0.019
12.018,2.2577,0.0183
12.138,2.225,0.0174
12.243,2.1977,0.0166
12.348,2.1704,0.0158
12.45,2.1431,0.015
12.558,2.1159,0.0141
12.663,2.0886,0.0132
12.768,2.0613,0.0124
12.873,2.034,0.0115
12.978,2.0067,0.0106
13.083,1.9794,0.0097
13.185,1.9521,0.0089
13.287,1.9248,0.008
13.398,1.8976,0.0072
13.503,1.8703,0.0063
13.608,1.843,0.0055
13.722,1.8157,0.0046
13.842,1.783,0.0036
13.947,1.7557,0.0028
14.055,1.7284,0.0019
14.178,1.6957,0.0007
14.28,1.6684,-0.0002
14.385,1.6412,-0.0012
14.496,1.6139,-0.0023
14.598,1.5866,-0.0035
14.7,1.5594,-0.0046
14.805,1.5321,-0.0058
14.91,1.5048,-0.0069
15.018,1.4775,-0.0081
15.12,1.4502,-0.0093
15.228,1.4229,-0.0104
15.33,1.3956,-0.0115
15.435,1.3683,-0.0125
15.54,1.341,-0.0134
15.645,1.3137,-0.0143
15.75,1.2864,-0.015
15.855,1.2591,-0.0157
15.96,1.2317,-0.0163
16.065,1.2044,-0.0167
16.17,1.177,-0.017
16.275,1.1497,-0.0171
16.38,1.1223,-0.0171
16.488,1.0949,-0.0168
16.59,1.0675,-0.0163
16.695,1.0401,-0.0154
16.806,1.0127,-0.0142
16.926,0.9798,-0.0122
17.031,0.9524,-0.01
17.139,0.925,-0.0073
17.241,0.8977,-0.0042
17.346,0.8705,-0.0004
17.451,0.8433,0.0039
17.559,0.8162,0.0085
17.661,0.7893,0.0139
17.766,0.7625,0.0198
17.868,0.7357,0.0262
17.976,0.7092,0.0332
18.081,0.6827,0.0407
18.186,0.6564,0.0487
18.288,0.6303,0.0573
18.399,0.6044,0.0665
18.501,0.5786,0.0763
18.606,0.5531,0.0867
18.711,0.5279,0.0977
18.816,0.5029,0.1094
18.921,0.4783,0.1217
19.029,0.454,0.1346
19.131,0.4303,0.1482
19.236,0.4074,0.1621
19.341,0.3851,0.1765
19.446,0.3633,0.1917
19.551,0.3413,0.2078
19.656,0.3196,0.2248
19.761,0.2984,0.2424
19.866,0.2777,0.2607
19.968,0.2576,0.2795
20.076,0.238,0.2989
20.181,0.219,0.3189
20.286,0.2005,0.3393
20.394,0.1827,0.3603
20.496,0.1654,0.3818
20.601,0.1488,0.4038
20.706,0.1327,0.4262
20.811,0.1173,0.4491
20.916,0.1026,0.4723
21.021,0.0885,0.496
21.126,0.0751,0.5201
21.231,0.0623,0.5445
21.336,0.0502,0.5693
21.441,0.0388,0.5944
21.546,0.0281,0.6197
21.654,0.018,0.6453
21.756,0.0084,0.6711
21.861,-0.0005,0.6971
21.966,-0.0088,0.7233
22.068,-0.0167,0.7496
22.176,-0.0241,0.776
22.284,-0.031,0.8026
22.386,-0.0376,0.8292
22.491,-0.0438,0.8558
22.596,-0.0498,0.8826
22.704,-0.0555,0.9093
22.806,-0.0609,0.9361
22.908,-0.0652,0.9576
23.016,-0.0715,0.9897
23.127,-0.0767,1.0165
