t,x,y
0.0,4.0,0.5
0.102,4.0,0.5
0.204,3.9971,0.4997
0.309,3.9838,0.4985
0.414,3.9604,0.4966
0.519,3.9348,0.4942
0.627,3.9092,0.4909
0.729,3.8838,0.4864
0.834,3.8585,0.4807
0.939,3.8335,0.474
1.044,3.8088,0.4663
1.149,3.7843,0.4576
1.257,3.7602,0.4481
1.359,3.7359,0.4375
1.464,3.7114,0.426
1.569,3.6872,0.4138
1.674,3.6633,0.401
1.779,3.6396,0.3877
1.887,3.6161,0.374
1.989,3.5929,0.3598
2.094,3.5699,0.3454
2.199,3.5469,0.3307
2.307,3.5241,0.3158
2.412,3.5014,0.3007
2.514,3.4787,0.2855
2.619,3.456,0.2703
2.724,3.4333,0.2552
2.829,3.4104,0.24
2.94,3.3875,0.2251
3.06,3.3597,0.2074
3.168,3.3364,0.193
3.27,3.3128,0.1788
3.381,3.2891,0.1651
3.501,3.2602,0.1491
3.606,3.236,0.1362
3.714,3.2115,0.1237
3.816,3.1868,0.1117
3.921,3.1619,0.1002
4.026,3.1367,0.0891
4.134,3.1114,0.0785
4.236,3.0858,0.0684
4.353,3.0601,0.0588
4.47,3.0289,0.0479
4.596,2.9976,0.0377
4.698,2.9713,0.0298
4.806,2.9449,0.0223
4.908,2.9183,0.0153
5.019,2.8917,0.0088
5.139,2.8596,0.0015
5.25,2.8327,-0.0041
5.37,2.8004,-0.0104
5.475,2.7734,-0.0151
5.58,2.7463,-0.0195
5.685,2.7192,-0.0236
5.793,2.692,-0.0272
5.895,2.6648,-0.0304
6.003,2.6375,-0.0334
6.105,2.6102,-0.036
6.21,2.5829,-0.0382
6.315,2.5556,-0.0401
6.423,2.5282,-0.0417
6.525,2.5009,-0.043
6.627,2.4735,-0.0439
6.738,2.4461,-0.0448
6.84,2.4188,-0.0456
6.945,2.3915,-0.0461
7.053,2.3642,-0.0464
7.158,2.3369,-0.0468
7.278,2.3042,-0.0471
7.386,2.2768,-0.0474
7.491,2.2495,-0.0476
7.596,2.2222,-0.0478
7.704,2.1949,-0.048
7.806,2.1676,-0.0481
7.911,2.1403,-0.0482
8.013,2.113,-0.0483
8.121,2.0857,-0.0483
8.226,2.0584,-0.0483
8.331,2.031,-0.0482
8.439,2.0037,-0.0482
8.544,1.9764,-0.048
8.646,1.9491,-0.0479
8.751,1.9218,-0.0477
8.856,1.8945,-0.0474
8.964,1.8672,-0.0472
9.069,1.8399,-0.0468
9.174,1.8125,-0.0465
9.3,1.7798,-0.046
9.408,1.7525,-0.0456
9.51,1.7252,-0.0451
9.615,1.6978,-0.0445
9.738,1.6651,-0.0438
9.843,1.6378,-0.0433
9.951,1.6105,-0.0426
10.056,1.5832,-0.042
