t,x,y
0.0,4.0,-1.5
0.105,4.0,-1.5
0.207,3.9981,-1.4998
0.315,3.9859,-1.4987
0.417,3.9629,-1.4969
0.525,3.9376,-1.4941
0.627,3.9115,-1.4895
0.732,3.8855,-1.483
0.843,3.8586,-1.4741
0.966,3.8291,-1.4609
1.071,3.805,-1.4469
1.194,3.7779,-1.4267
1.299,3.7571,-1.4076
1.401,3.7387,-1.3864
1.515,3.7222,-1.3637
1.635,3.705,-1.3345
1.74,3.6934,-1.3089
1.848,3.6839,-1.2824
1.953,3.6766,-1.2554
2.055,3.671,-1.228
2.16,3.6676,-1.2003
2.265,3.6658,-1.1725
2.37,3.6655,-1.1448
2.478,3.666,-1.1171
2.58,3.6676,-1.0897
2.685,3.6705,-1.0624
2.79,3.6737,-1.0351
2.895,3.6777,-1.008
3.0,3.6817,-0.9809
3.111,3.6862,-0.954
3.213,3.6908,-0.9274
3.315,3.6952,-0.9011
3.423,3.7,-0.8744
3.525,3.7044,-0.8478
3.63,3.709,-0.8221
3.735,3.7135,-0.7961
3.84,3.7173,-0.7703
3.951,3.721,-0.7434
4.053,3.7238,-0.7167
4.155,3.7262,-0.6902
4.266,3.7279,-0.6643
4.368,3.7286,-0.639
4.473,3.7283,-0.6121
4.575,3.7266,-0.5856
4.68,3.7241,-0.5603
4.788,3.7202,-0.5337
4.89,3.7151,-0.5073
4.995,3.709,-0.4813
5.1,3.7018,-0.4555
5.205,3.6929,-0.4302
5.31,3.6836,-0.4062
5.415,3.6736,-0.3829
5.52,3.6619,-0.3591
5.625,3.6486,-0.3357
5.73,3.6348,-0.3134
5.838,3.6201,-0.2918
5.94,3.6051,-0.2718
6.045,3.5882,-0.2509
6.15,3.5712,-0.2319
6.258,3.5533,-0.2136
6.366,3.5343,-0.1958
6.468,3.5139,-0.1782
6.573,3.4948,-0.1629
6.678,3.4741,-0.1476
6.78,3.4521,-0.1326
6.885,3.4296,-0.1186
6.99,3.4083,-0.1063
7.095,3.3856,-0.0945
7.2,3.3614,-0.0828
7.305,3.3373,-0.072
7.41,3.3129,-0.0622
7.515,3.2887,-0.0533
7.62,3.2639,-0.0451
7.725,3.2394,-0.0377
7.833,3.2139,-0.0307
7.938,3.1886,-0.0246
8.046,3.1628,-0.019
8.169,3.1322,-0.0132
8.274,3.1061,-0.0089
8.376,3.0817,-0.0055
8.481,3.0555,-0.0023
8.586,3.0303,0.0002
8.691,3.0038,0.0024
8.796,2.9772,0.0041
8.904,2.9521,0.0054
9.006,2.9258,0.0066
9.111,2.8995,0.0074
9.222,2.8725,0.0079
9.324,2.8465,0.0082
9.426,2.8208,0.0084
9.531,2.7948,0.0084
9.636,2.7678,0.0084
9.741,2.742,0.0082
9.846,2.7164,0.0081
9.954,2.69,0.0079
10.056,2.6627,0.0077
10.161,2.6372,0.0075
10.266,2.6105,0.0073
10.371,2.5838,0.0071
10.476,2.5574,0.0069
10.581,2.5307,0.0067
10.689,2.5041,0.0065
10.791,2.4773,0.0063
10.896,2.4511,0.0061
11.004,2.4242,0.0059
11.127,2.3924,0.0057
11.232,2.3653,0.0055
11.343,2.3397,0.0053
11.463,2.3087,0.0051
11.568,2.2818,0.0049
11.673,2.2554,0.0047
11.778,2.2292,0.0045
11.886,2.2023,0.0043
11.988,2.1751,0.0041
12.093,2.1491,0.0039
12.198,2.123,0.0037
12.306,2.0967,0.0035
12.408,2.0695,0.0033
12.513,2.0436,0.0031
12.618,2.0163,0.0029
12.726,1.9896,0.0028
12.831,1.9627,0.0026
12.933,1.9363,0.0024
13.038,1.9094,0.0022
13.143,1.8828,0.002
13.248,1.8562,0.0018
13.356,1.8297,0.0016
13.458,1.803,0.0014
13.563,1.776,0.0012
13.671,1.7499,0.001
13.773,1.7229,0.0008
13.878,1.6966,0.0006
13.983,1.6699,0.0004
14.088,1.644,0.0002
14.193,1.6168,0.0
14.301,1.5908,-0.0002
14.403,1.564,-0.0004
14.508,1.5378,-0.0006
14.613,1.5107,-0.0007
14.718,1.4847,-0.0009
14.823,1.4581,-0.0011
14.928,1.4316,-0.0013
15.033,1.4048,-0.0015
15.138,1.3778,-0.0017
15.246,1.3515,-0.0019
15.351,1.3246,-0.0021
15.453,1.2982,-0.0023
15.561,1.271,-0.0025
15.663,1.2451,-0.0027
15.768,1.2181,-0.0029
15.873,1.1917,-0.003
15.978,1.1646,-0.0031
16.083,1.1386,-0.0032
16.188,1.1113,-0.0031
16.293,1.0852,-0.003
16.398,1.0584,-0.0027
16.503,1.0319,-0.0021
16.608,1.0045,-0.0011
16.716,0.9785,-0.0001
16.818,0.9511,0.0017
16.923,0.9242,0.0036
17.028,0.8969,0.006
17.178,0.8641,0.01
17.286,0.8314,0.0147
17.388,0.8042,0.0191
17.493,0.7772,0.0244
17.598,0.7513,0.0297
17.7,0.7252,0.0357
17.808,0.6994,0.0424
17.91,0.6742,0.0494
18.018,0.6479,0.0574
18.12,0.6224,0.0659
18.225,0.5964,0.075
18.33,0.5707,0.0849
18.435,0.5451,0.0953
18.54,0.5202,0.1063
18.645,0.4959,0.1179
18.75,0.4714,0.1304
18.855,0.4472,0.1436
18.963,0.4234,0.1575
19.065,0.4,0.172
19.17,0.3774,0.1868
19.287,0.3559,0.2019
19.401,0.3297,0.2215
19.506,0.3082,0.2387
19.611,0.2871,0.2565
19.716,0.2665,0.2747
19.821,0.247,0.293
19.926,0.2289,0.3109
20.031,0.2103,0.3305
20.136,0.1925,0.3502
20.241,0.1753,0.3705
20.346,0.1584,0.3914
20.454,0.1425,0.4123
20.556,0.1266,0.4347
20.661,0.1114,0.4578
20.766,0.0968,0.4811
20.871,0.0833,0.5038
20.979,0.0702,0.5279
21.081,0.0585,0.5513
21.186,0.0472,0.5754
21.291,0.0366,0.5998
21.402,0.0266,0.6249
21.504,0.0172,0.6502
21.606,0.0087,0.6754
21.711,0.0007,0.7012
21.819,-0.0064,0.7269
21.921,-0.0131,0.7534
22.026,-0.0191,0.779
22.131,-0.025,0.8054
22.236,-0.0301,0.8312
22.341,-0.0349,0.858
22.446,-0.0393,0.8836
22.554,-0.0438,0.9105
22.656,-0.0479,0.9362
22.761,-0.052,0.9627
22.866,-0.0559,0.9886
22.974,-0.0602,1.0156
23.079,-0.0641,1.042
23.184,-0.0683,1.069
