t,x,y
0.0,4.0,-3.5
0.105,4.0,-3.5
0.213,4.0001,-3.4999
0.315,4.0012,-3.4997
0.42,4.002,-3.4994
0.528,4.0036,-3.499
0.63,4.0055,-3.4987
0.735,4.0073,-3.4984
0.843,4.0079,-3.4981
0.945,4.0078,-3.4978
1.05,4.0072,-3.4976
1.155,4.006,-3.4971
1.26,4.0043,-3.4965
1.365,4.0025,-3.4958
1.47,4.0006,-3.495
1.581,3.9987,-3.4941
1.701,3.9959,-3.4926
1.812,3.9932,-3.491
1.932,3.9896,-3.4883
2.043,3.986,-3.4854
2.163,3.9812,-3.4809
2.268,3.9771,-3.4767
2.376,3.9728,-3.4715
2.478,3.9682,-3.4653
2.583,3.9635,-3.458
2.691,3.9589,-3.4499
2.793,3.9545,-3.4408
2.898,3.9502,-3.4307
3.003,3.9461,-3.4191
3.108,3.9425,-3.406
3.222,3.9391,-3.3912
3.339,3.936,-3.3727
3.444,3.9341,-3.3564
3.549,3.9329,-3.3385
3.657,3.9323,-3.3193
3.759,3.9324,-3.2993
3.861,3.9331,-3.2783
3.966,3.9345,-3.2562
4.074,3.9366,-3.2339
4.179,3.939,-3.2106
4.281,3.9419,-3.1873
4.392,3.945,-3.1635
4.497,3.9483,-3.1397
4.602,3.9517,-3.1162
4.704,3.9551,-3.0926
4.809,3.9586,-3.0684
4.914,3.9619,-3.0438
5.019,3.965,-3.0185
5.124,3.9679,-2.9928
5.229,3.9704,-2.9665
5.334,3.9723,-2.9401
5.436,3.9737,-2.9143
5.547,3.9744,-2.8893
5.649,3.9745,-2.8642
5.76,3.9738,-2.8395
5.88,3.9721,-2.81
5.985,3.9698,-2.7853
6.09,3.9666,-2.7606
6.198,3.9627,-2.7364
6.3,3.9579,-2.7118
6.405,3.9521,-2.6871
6.51,3.9453,-2.6623
6.612,3.9377,-2.6377
6.72,3.9293,-2.6135
6.828,3.9199,-2.5894
6.93,3.9098,-2.5661
7.041,3.8988,-2.5429
7.164,3.8843,-2.5152
7.266,3.8713,-2.4928
7.371,3.8575,-2.4708
7.479,3.843,-2.4492
7.581,3.8273,-2.4277
7.686,3.8107,-2.4064
7.791,3.7933,-2.3857
7.896,3.7753,-2.3655
8.001,3.7567,-2.3459
8.106,3.7375,-2.3268
8.211,3.7178,-2.3084
8.316,3.6975,-2.2904
8.421,3.6768,-2.273
8.526,3.6556,-2.256
8.631,3.6341,-2.2396
8.736,3.6122,-2.2238
8.844,3.5899,-2.2084
8.946,3.5673,-2.1935
9.051,3.5443,-2.1792
9.159,3.521,-2.1654
9.264,3.4974,-2.1521
9.366,3.4734,-2.1394
9.474,3.4492,-2.1274
9.576,3.4247,-2.1158
9.681,3.3999,-2.1049
9.786,3.3749,-2.0946
9.894,3.3496,-2.0848
9.996,3.3241,-2.0756
10.104,3.2984,-2.067
10.206,3.2725,-2.059
10.311,3.2465,-2.0515
10.419,3.2203,-2.0445
10.521,3.1939,-2.038
10.626,3.1679,-2.0321
10.731,3.1425,-2.0269
10.839,3.1176,-2.0222
10.941,3.093,-2.0179
11.046,3.0687,-2.0141
11.151,3.0445,-2.0107
11.256,3.0206,-2.0077
11.361,2.997,-2.0051
11.472,2.9736,-2.0027
11.592,2.9455,-2.0002
11.697,2.9225,-1.9983
11.802,2.8992,-1.9964
11.91,2.8756,-1.9947
12.012,2.8523,-1.9929
12.12,2.8288,-1.991
12.222,2.8053,-1.9889
12.33,2.7817,-1.9865
12.432,2.7584,-1.9839
12.537,2.7349,-1.9809
12.642,2.7107,-1.9774
12.744,2.6864,-1.9734
12.852,2.662,-1.9688
12.957,2.6375,-1.9637
13.08,2.607,-1.9564
13.188,2.5815,-1.9495
13.296,2.5556,-1.9418
13.431,2.5348,-1.935
13.545,2.4935,-1.9198
13.656,2.4684,-1.9094
13.758,2.4442,-1.8983
13.881,2.416,-1.8842
13.986,2.3929,-1.8716
14.091,2.3703,-1.8581
14.196,2.3485,-1.8439
14.301,2.3267,-1.8286
14.403,2.3052,-1.8123
