t,x,y
0.0,4.0,0.5
0.105,4.0,0.5
0.21,3.9985,0.4998
0.318,3.9874,0.4988
0.42,3.9655,0.497
0.525,3.9389,0.4942
0.63,3.9125,0.4904
0.735,3.8863,0.4853
0.84,3.8603,0.4787
0.945,3.8347,0.4706
1.05,3.8095,0.4611
1.155,3.7849,0.4503
1.26,3.7607,0.4389
1.365,3.7374,0.4274
1.473,3.7136,0.4153
1.575,3.6899,0.4031
1.683,3.6659,0.3905
1.794,3.642,0.3786
1.911,3.6116,0.3655
2.025,3.5866,0.3553
2.142,3.5567,0.3444
2.247,3.5309,0.3359
2.352,3.5054,0.3286
2.46,3.479,0.3221
2.562,3.4532,0.3166
2.67,3.4269,0.3118
2.772,3.4003,0.3077
2.877,3.3737,0.304
2.982,3.3472,0.301
3.087,3.3206,0.2986
3.195,3.2935,0.2967
3.297,3.2672,0.2954
3.402,3.2409,0.2943
3.507,3.215,0.2934
3.612,3.1877,0.2929
3.717,3.1621,0.2928
3.828,3.1351,0.293
3.948,3.1031,0.2936
4.05,3.0762,0.2943
4.161,3.0497,0.2955
4.263,3.0224,0.2971
4.371,2.9959,0.299
4.473,2.9695,0.301
4.587,2.9428,0.3036
4.707,2.9111,0.3079
4.812,2.8841,0.3118
4.917,2.8569,0.3165
5.022,2.8298,0.3219
5.127,2.8029,0.3278
5.229,2.7762,0.3345
5.337,2.7497,0.3417
5.439,2.7237,0.3497
5.544,2.6992,0.3582
5.649,2.6751,0.3677
5.754,2.6496,0.3785
5.859,2.6243,0.3898
5.967,2.5996,0.4021
6.069,2.5762,0.4149
6.183,2.5523,0.4288
6.303,2.525,0.4464
6.405,2.5029,0.4619
6.51,2.4807,0.4783
6.615,2.4591,0.4953
6.72,2.4381,0.5124
6.825,2.4176,0.5299
6.93,2.3972,0.5483
7.032,2.3773,0.5673
7.14,2.3575,0.5864
7.245,2.3386,0.6055
7.35,2.3195,0.6252
7.455,2.3009,0.6454
7.56,2.2825,0.6657
7.665,2.2642,0.686
7.773,2.2461,0.7065
7.875,2.2287,0.7268
7.983,2.2113,0.7473
8.085,2.194,0.7678
8.19,2.1766,0.7889
8.295,2.1592,0.81
8.4,2.1425,0.8304
8.505,2.1253,0.8515
8.61,2.1086,0.8726
8.715,2.0915,0.8936
8.82,2.0746,0.915
8.925,2.058,0.9358
9.03,2.042,0.9559
9.135,2.0255,0.9765
9.24,2.0091,0.9973
9.345,1.9925,1.0177
9.45,1.9755,1.039
9.555,1.9587,1.0598
9.66,1.9419,1.0801
9.765,1.9244,1.1008
9.87,1.9073,1.1209
9.978,1.8904,1.1409
10.083,1.8725,1.1613
10.185,1.8543,1.1812
10.293,1.8361,1.2012
10.398,1.8182,1.2205
10.5,1.7995,1.2403
10.605,1.7805,1.2598
10.71,1.7614,1.2791
10.815,1.7421,1.2982
10.92,1.7227,1.317
11.028,1.7034,1.3351
11.13,1.6838,1.3531
11.235,1.6634,1.3711
11.34,1.6427,1.3886
11.445,1.6228,1.4051
11.55,1.6016,1.4221
11.655,1.5803,1.439
11.76,1.5587,1.4552
11.868,1.5384,1.47
11.97,1.5171,1.4855
12.075,1.4949,1.5013
12.183,1.4733,1.5163
12.285,1.4508,1.5317
12.393,1.4286,1.5465
12.516,1.4015,1.5649
12.621,1.3788,1.5802
12.726,1.3561,1.5952
12.831,1.3334,1.6104
12.936,1.3107,1.6255
13.041,1.2883,1.6401
13.149,1.266,1.6542
13.251,1.2432,1.6686
13.356,1.2212,1.6821
13.464,1.199,1.6953
13.566,1.1755,1.7087
13.674,1.1517,1.7219
13.779,1.1279,1.7351
13.881,1.1041,1.7474
13.986,1.0802,1.7597
14.091,1.0568,1.7716
14.196,1.0325,1.7838
14.301,1.0088,1.7954
14.406,0.9843,1.8075
14.517,0.9606,1.8193
14.637,0.9314,1.8336
14.739,0.9078,1.8452
14.85,0.8834,1.8573
14.952,0.8593,1.8694
15.06,0.8348,1.8815
15.162,0.8109,1.8934
15.267,0.7867,1.9054
15.372,0.7636,1.9167
15.477,0.7397,1.9287
15.582,0.7157,1.9404
15.687,0.6915,1.952
15.792,0.6678,1.9635
15.897,0.6433,1.9754
16.002,0.6196,1.9869
16.107,0.5953,1.9984
16.209,0.5707,2.0104
16.314,0.5461,2.0223
16.425,0.5215,2.0343
16.527,0.4973,2.0463
16.632,0.4729,2.0585
16.737,0.4495,2.0704
16.842,0.4251,2.0828
16.947,0.4009,2.0954
17.052,0.3766,2.1079
17.16,0.3533,2.1199
17.265,0.3296,2.1311
17.367,0.3051,2.142
17.472,0.2814,2.1522
17.577,0.2564,2.1621
17.679,0.2313,2.171
17.787,0.2063,2.1787
17.895,0.1809,2.1853
17.997,0.1547,2.1909
18.102,0.1294,2.1953
18.207,0.1044,2.1993
18.312,0.0789,2.2029
18.417,0.0531,2.2056
18.522,0.026,2.2079
18.627,0.0012,2.2097
18.732,-0.0246,2.2115
18.837,-0.0508,2.2132
18.942,-0.0777,2.2147
19.047,-0.1026,2.216
19.152,-0.129,2.2174
19.257,-0.1556,2.2186
