t,x,y
0.0,4.0,0.5
0.105,4.0,0.5
0.21,3.9994,0.4999
0.315,3.9905,0.4991
0.42,3.9707,0.4974
0.525,3.9442,0.4949
0.633,3.9177,0.4914
0.741,3.8915,0.4864
0.867,3.8601,0.4791
0.987,3.8296,0.469
1.095,3.805,0.4595
1.197,3.7803,0.4487
1.305,3.756,0.4371
1.407,3.733,0.4245
1.512,3.7092,0.4113
1.617,3.6854,0.3978
1.734,3.6625,0.3838
1.848,3.6347,0.3666
1.953,3.6112,0.3525
2.058,3.5879,0.3382
2.163,3.5647,0.3239
2.268,3.5419,0.3106
2.37,3.5178,0.2972
2.478,3.494,0.2842
2.583,3.4698,0.2717
2.691,3.4462,0.2598
2.793,3.4214,0.2484
2.898,3.3981,0.2385
3.003,3.3737,0.229
3.108,3.3485,0.22
3.213,3.3227,0.211
3.318,3.2976,0.2037
3.426,3.2715,0.1966
3.528,3.2452,0.1901
3.633,3.2197,0.1845
3.744,3.1938,0.1791
3.864,3.1624,0.1737
3.969,3.1355,0.1697
4.074,3.1092,0.1662
4.182,3.0821,0.1632
4.287,3.0562,0.1604
4.389,3.0294,0.1579
4.494,3.0039,0.1559
4.599,2.9771,0.154
4.704,2.9509,0.1523
4.812,2.9243,0.1508
4.914,2.8973,0.1493
5.022,2.8701,0.1481
5.127,2.843,0.1467
5.229,2.8168,0.1458
5.334,2.7902,0.1456
5.439,2.7635,0.1463
5.544,2.7356,0.148
5.649,2.7078,0.1502
5.754,2.6802,0.1537
5.859,2.6532,0.1589
5.964,2.6262,0.1653
6.069,2.6009,0.173
6.177,2.5761,0.1819
6.279,2.551,0.1922
6.387,2.5264,0.2028
6.489,2.5015,0.2141
6.594,2.4769,0.2255
6.702,2.4523,0.2364
6.807,2.4283,0.2464
6.918,2.4033,0.2561
7.029,2.3732,0.2663
7.143,2.3473,0.2735
7.245,2.321,0.2802
7.359,2.2947,0.2862
7.473,2.2651,0.2927
7.587,2.2395,0.2985
7.716,2.2075,0.3063
7.833,2.1761,0.3138
7.941,2.1495,0.3207
8.043,2.1241,0.3275
8.148,2.098,0.3345
8.256,2.072,0.341
8.358,2.0459,0.3472
8.463,2.0204,0.3522
8.568,1.9943,0.3562
8.673,1.9676,0.3593
8.781,1.9411,0.361
8.883,1.9147,0.3618
8.988,1.8887,0.3618
9.093,1.8617,0.3606
9.198,1.8354,0.3587
9.306,1.8088,0.356
9.408,1.782,0.3524
9.51,1.756,0.3484
9.621,1.731,0.3441
9.747,1.6991,0.3377
9.849,1.6725,0.3319
9.954,1.6461,0.3259
10.059,1.6198,0.3196
10.164,1.5937,0.3131
10.269,1.5673,0.3065
10.377,1.5417,0.3
10.5,1.51,0.2917
10.608,1.484,0.2851
10.71,1.4582,0.2785
10.815,1.4329,0.272
10.92,1.4071,0.2652
11.025,1.3815,0.2587
11.13,1.355,0.2521
11.235,1.3284,0.2455
11.34,1.303,0.2391
11.445,1.277,0.2329
11.55,1.2517,0.2269
11.655,1.2251,0.221
11.763,1.1995,0.2155
11.865,1.173,0.2101
11.976,1.1479,0.2053
12.099,1.1169,0.2
12.201,1.0907,0.196
12.309,1.0643,0.1925
12.411,1.038,0.189
12.516,1.0123,0.186
12.621,0.9858,0.1833
12.729,0.9586,0.1813
12.831,0.9333,0.1797
12.936,0.9063,0.1788
13.041,0.8786,0.1784
13.146,0.8512,0.1785
13.251,0.8252,0.1795
13.356,0.7988,0.1817
13.461,0.7722,0.1843
13.566,0.7449,0.1879
13.671,0.7177,0.1924
13.773,0.6906,0.1983
13.881,0.6637,0.2046
13.986,0.637,0.2121
14.091,0.6106,0.2204
14.199,0.5846,0.2298
14.301,0.5591,0.2402
14.406,0.5347,0.2511
14.511,0.5104,0.2629
14.616,0.4866,0.276
14.727,0.4629,0.2904
14.844,0.436,0.3077
14.952,0.4137,0.3235
15.057,0.3917,0.3402
15.162,0.3704,0.3578
15.267,0.3496,0.3758
15.372,0.3308,0.3934
15.477,0.3116,0.4127
15.582,0.2927,0.4327
15.687,0.2747,0.453
15.792,0.2577,0.4732
15.897,0.2405,0.4947
16.002,0.2237,0.5162
16.11,0.2078,0.538
16.212,0.1933,0.5588
16.314,0.1786,0.5808
16.419,0.1671,0.5984
16.53,0.1497,0.6264
16.641,0.1359,0.6494
16.758,0.1195,0.678
16.863,0.1062,0.7013
16.968,0.0933,0.7248
17.073,0.0807,0.7484
17.181,0.0684,0.7725
17.283,0.0565,0.7962
17.391,0.0444,0.8208
17.493,0.0325,0.845
17.601,0.0209,0.8696
17.703,0.0098,0.8937
17.811,-0.0013,0.9178
17.919,-0.0123,0.9426
18.042,-0.0256,0.9723
18.144,-0.0369,0.9971
18.252,-0.0484,1.0217
18.354,-0.0595,1.046
18.459,-0.0707,1.0702
18.564,-0.0825,1.0948
18.672,-0.0948,1.119
18.774,-0.1068,1.1435
18.879,-0.1189,1.1675
18.984,-0.1318,1.1915
19.089,-0.1444,1.2156
19.197,-0.1574,1.2395
19.299,-0.1703,1.2623
19.404,-0.1837,1.2853
19.509,-0.1976,1.3087
