t,x,y
0.0,4.0,0.5
0.114,4.0,0.5
0.222,3.9994,0.4999
0.324,3.9905,0.4991
0.429,3.9707,0.4974
0.537,3.945,0.4953
0.642,3.9194,0.4925
0.744,3.8938,0.4885
0.849,3.8685,0.4834
0.954,3.8434,0.4772
1.068,3.8185,0.47
1.185,3.7878,0.4602
1.29,3.7618,0.4517
1.395,3.7358,0.443
1.5,3.7097,0.4341
1.608,3.6836,0.4253
1.71,3.6574,0.417
1.815,3.6309,0.4093
1.92,3.6044,0.4022
2.025,3.5777,0.3957
2.13,3.5509,0.3897
2.235,3.524,0.3843
2.34,3.497,0.3793
2.445,3.4699,0.3748
2.553,3.4428,0.3707
2.655,3.4156,0.3669
2.763,3.3884,0.3636
2.865,3.3612,0.3605
2.97,3.3339,0.3578
3.075,3.3067,0.3553
3.18,3.2793,0.3532
3.285,3.252,0.3514
3.39,3.2247,0.3498
3.495,3.1973,0.3485
3.603,3.17,0.3474
3.705,3.1426,0.3466
3.816,3.1152,0.3461
3.936,3.0824,0.3458
4.041,3.055,0.3458
4.146,3.028,0.3461
4.251,3.0015,0.3475
4.356,2.975,0.3492
4.461,2.9485,0.3513
4.566,2.9221,0.3541
4.671,2.8957,0.3577
4.776,2.8685,0.3623
4.884,2.8415,0.3676
4.986,2.8146,0.3737
5.091,2.7879,0.3804
5.193,2.7615,0.3879
5.304,2.7352,0.3959
5.406,2.7091,0.4045
5.511,2.6832,0.4136
5.619,2.6574,0.4232
5.721,2.6319,0.4333
5.826,2.6065,0.4438
5.931,2.5814,0.4547
6.036,2.5564,0.466
6.147,2.5316,0.4777
6.267,2.5021,0.4926
6.372,2.4777,0.5053
6.477,2.4536,0.5185
6.582,2.4297,0.532
6.687,2.4061,0.546
6.795,2.3827,0.5604
6.897,2.3596,0.5752
7.002,2.3367,0.5904
7.113,2.3141,0.6059
7.233,2.2874,0.6252
7.338,2.2654,0.6416
7.446,2.2436,0.6584
7.551,2.2221,0.6755
7.653,2.201,0.6929
7.758,2.1801,0.7107
7.863,2.1595,0.7288
7.968,2.1391,0.7472
8.073,2.119,0.7658
8.178,2.0992,0.7847
8.283,2.0794,0.8036
8.388,2.0599,0.8228
8.493,2.0405,0.842
8.598,2.0213,0.8614
8.724,1.9983,0.8848
8.835,1.9792,0.9043
8.955,1.9563,0.9279
9.06,1.9373,0.9475
9.165,1.9184,0.9672
9.27,1.8995,0.987
9.375,1.8807,1.0068
9.48,1.862,1.0267
9.585,1.8433,1.0466
9.69,1.8246,1.0665
9.792,1.8058,1.0862
9.9,1.7871,1.1061
10.011,1.7683,1.1259
10.131,1.7457,1.1495
10.236,1.7268,1.1692
10.344,1.7078,1.1887
10.446,1.6888,1.2082
10.551,1.6697,1.2277
10.659,1.6504,1.247
10.761,1.6309,1.266
10.869,1.6114,1.2849
10.971,1.5918,1.3037
11.076,1.572,1.3224
11.184,1.552,1.3408
11.289,1.5318,1.359
11.391,1.5114,1.3771
11.496,1.4908,1.395
11.604,1.4701,1.4126
11.706,1.4491,1.4299
11.808,1.4279,1.4468
11.916,1.4066,1.4636
12.021,1.385,1.4802
12.126,1.3632,1.4963
12.231,1.3411,1.5122
12.336,1.3188,1.5277
12.441,1.2963,1.5429
12.546,1.2735,1.5577
12.651,1.2506,1.5723
12.756,1.2274,1.5867
12.861,1.2041,1.6008
12.966,1.1807,1.6146
13.071,1.1571,1.6283
13.176,1.1335,1.6417
13.281,1.1097,1.655
13.389,1.0858,1.6681
13.491,1.0618,1.681
13.596,1.0377,1.6938
13.701,1.0136,1.7066
13.806,0.9895,1.7194
13.908,0.9653,1.732
14.022,0.941,1.7446
14.142,0.912,1.7597
14.247,0.8877,1.7723
14.352,0.8635,1.7849
14.457,0.8393,1.7975
14.562,0.8151,1.8102
14.667,0.7909,1.8229
14.775,0.7667,1.8354
14.877,0.7425,1.8479
14.982,0.7183,1.8604
15.087,0.694,1.8729
15.192,0.6697,1.8853
15.297,0.6454,1.8976
15.405,0.621,1.9098
15.507,0.5966,1.922
15.615,0.5722,1.9342
15.72,0.5477,1.9463
15.822,0.5232,1.9584
15.927,0.4987,1.9705
16.032,0.4743,1.9825
16.14,0.4498,1.9946
16.242,0.4253,2.0067
16.347,0.4008,2.0188
16.452,0.3763,2.0309
16.56,0.3519,2.043
16.662,0.3274,2.0552
16.77,0.3029,2.0673
16.872,0.2785,2.0795
16.977,0.2541,2.0917
17.085,0.2296,2.1038
17.187,0.2052,2.116
17.292,0.1808,2.1282
17.397,0.1564,2.1405
17.499,0.1319,2.1527
17.607,0.1075,2.1649
17.712,0.0831,2.1772
17.817,0.0593,2.1888
17.922,0.0355,2.1995
18.033,0.0117,2.2098
18.135,-0.0121,2.2199
18.249,-0.0362,2.2294
18.369,-0.0656,2.2398
18.471,-0.0909,2.2477
18.573,-0.1169,2.2554
18.678,-0.1432,2.2621
18.783,-0.1697,2.2681
18.891,-0.1963,2.2737
18.993,-0.223,2.2787
19.098,-0.2498,2.2833
19.203,-0.2766,2.2875
19.308,-0.3035,2.2916
19.416,-0.3305,2.2952
19.518,-0.3576,2.2986
19.626,-0.3846,2.3017
19.728,-0.4117,2.3046
19.833,-0.4388,2.3074
19.935,-0.466,2.3099
20.043,-0.4931,2.3124
20.151,-0.5202,2.3147
20.253,-0.5474,2.3168
20.358,-0.5746,2.3187
20.466,-0.6018,2.3205
20.568,-0.629,2.3222
20.673,-0.6562,2.3238
20.778,-0.6834,2.3252
20.883,-0.7107,2.3264
20.988,-0.7379,2.3276
21.093,-0.7651,2.3286
21.201,-0.7924,2.3296
21.303,-0.8197,2.3306
21.411,-0.8471,2.3322
21.513,-0.8745,2.3337
21.621,-0.9019,2.3354
21.723,-0.9293,2.3374
21.828,-0.9567,2.3399
21.933,-0.984,2.3427
22.041,-1.0112,2.346
22.143,-1.0384,2.3497
22.248,-1.0655,2.3539
22.353,-1.0925,2.3589
22.464,-1.1195,2.3641
22.584,-1.1518,2.3711
22.689,-1.1786,2.3774
22.794,-1.2052,2.3843
22.899,-1.2316,2.3917
23.007,-1.2579,2.3997
23.109,-1.284,2.4081
23.217,-1.31,2.4169
23.319,-1.3358,2.4261
23.424,-1.3615,2.4356
23.532,-1.3871,2.4455
23.637,-1.4125,2.4556
23.739,-1.4378,2.4661
23.844,-1.4631,2.4767
23.949,-1.4882,2.4877
24.054,-1.5132,2.4989
24.159,-1.5381,2.5103
24.264,-1.5628,2.5219
24.369,-1.5874,2.5341
24.474,-1.6119,2.5467
24.579,-1.6362,2.5596
24.684,-1.6603,2.5728
24.789,-1.6841,2.5866
24.894,-1.7076,2.6008
24.999,-1.7309,2.6154
25.104,-1.7538,2.6305
25.209,-1.7764,2.6461
25.314,-1.7988,2.662
25.419,-1.8209,2.6783
25.524,-1.8427,2.6949
25.629,-1.8643,2.7118
25.734,-1.8856,2.729
25.836,-1.9067,2.7465
25.944,-1.9276,2.7643
26.049,-1.9482,2.7823
26.154,-1.9687,2.8006
26.259,-1.9889,2.819
26.364,-2.0089,2.8377
26.469,-2.0288,2.8565
26.574,-2.0485,2.8755
26.679,-2.0681,2.8946
26.784,-2.0875,2.9139
26.889,-2.1067,2.9333
26.994,-2.1259,2.9529
27.099,-2.1449,2.9725
27.204,-2.1638,2.9923
27.309,-2.1826,3.0122
27.411,-2.2014,3.032
27.519,-2.22,3.052
27.642,-2.2423,3.076
27.747,-2.2608,3.0961
27.864,-2.2793,3.1162
27.978,-2.2978,3.1363
28.086,-2.3201,3.1602
28.191,-2.3387,3.1801
28.296,-2.3573,3.2001
28.401,-2.376,3.2199
28.506,-2.3947,3.2397
28.611,-2.4136,3.2594
28.719,-2.4325,3.279
28.842,-2.4554,3.3024
28.947,-2.4746,3.3217
29.052,-2.4938,3.341
29.157,-2.5132,3.3601
29.262,-2.5327,3.3791
29.367,-2.5523,3.398
29.472,-2.5721,3.4168
29.577,-2.592,3.4354
29.682,-2.612,3.4539
29.787,-2.6321,3.4723
29.892,-2.6522,3.4905
30.0,-2.6721,3.5074
30.102,-2.6922,3.5238
30.207,-2.7125,3.5401
30.309,-2.7336,3.5564
30.417,-2.7554,3.5723
30.525,-2.7777,3.5877
30.627,-2.8005,3.6024
30.735,-2.8236,3.6166
30.84,-2.847,3.6302
30.942,-2.8708,3.6432
31.047,-2.8949,3.6558
31.152,-2.9192,3.6678
31.257,-2.9437,3.6793
31.362,-2.9685,3.6904
31.467,-2.9935,3.7011
31.572,-3.0187,3.7113
31.677,-3.044,3.7211
31.779,-3.0695,3.7306
31.89,-3.0951,3.7398
31.992,-3.1208,3.7487
32.097,-3.1467,3.7574
32.202,-3.1726,3.7657
32.307,-3.1986,3.7739
32.412,-3.2246,3.7819
32.517,-3.2507,3.7898
32.625,-3.2769,3.7975
32.727,-3.303,3.805
32.832,-3.3293,3.8124
32.937,-3.3555,3.8196
33.042,-3.3818,3.8268
33.147,-3.4082,3.8339
33.252,-3.4346,3.8409
33.357,-3.461,3.8479
33.462,-3.486,3.8545
33.567,-3.5098,3.8608
33.672,-3.5324,3.8667
33.777,-3.5539,3.8725
33.882,-3.5745,3.878
33.987,-3.5941,3.8833
34.092,-3.6128,3.8883
34.2,-3.6307,3.8932
34.302,-3.6478,3.8979
34.407,-3.664,3.9024
34.515,-3.6795,3.9066
34.62,-3.6943,3.9108
34.722,-3.7085,3.9147
34.83,-3.722,3.9185
34.932,-3.7347,3.9221
35.037,-3.7469,3.9255
35.142,-3.7587,3.9288
35.247,-3.7699,3.932
35.355,-3.7756,3.934
35.457,-3.7756,3.9348
35.565,-3.7757,3.9357
35.667,-3.7758,3.9367
35.772,-3.776,3.9379
35.877,-3.7761,3.9391
35.982,-3.7762,3.9405
36.09,-3.7764,3.9419
36.192,-3.7765,3.9433
36.297,-3.7765,3.9449
36.402,-3.7764,3.9465
36.51,-3.776,3.9482
36.612,-3.7756,3.9499
36.717,-3.7752,3.9516
36.831,-3.7748,3.9532
36.954,-3.774,3.9551
37.056,-3.7731,3.9565
37.176,-3.7716,3.9579
37.281,-3.7702,3.9588
37.401,-3.7686,3.9595
