t,x,y
0.0,3.5,-4.0
0.123,3.5,-4.0
0.252,3.5,-4.0
0.369,3.4997,-4.0004
0.477,3.4994,-4.0013
0.582,3.4991,-4.0044
0.687,3.499,-4.0089
0.792,3.4989,-4.0142
0.897,3.4989,-4.0187
1.002,3.499,-4.0221
1.107,3.4992,-4.025
1.215,3.4994,-4.0269
1.317,3.4984,-4.0235
1.422,3.4968,-4.0182
1.53,3.4947,-4.0124
1.632,3.4922,-4.0061
1.737,3.489,-3.9991
1.842,3.4849,-3.9909
1.95,3.4797,-3.9818
2.052,3.4732,-3.9716
2.163,3.4652,-3.9601
2.283,3.453,-3.9446
2.391,3.4412,-3.931
2.496,3.4276,-3.9167
2.601,3.4119,-3.9016
2.709,3.3941,-3.8857
2.829,3.3704,-3.8665
2.937,3.3489,-3.8504
3.045,3.3267,-3.8349
3.168,3.2994,-3.8172
3.27,3.2763,-3.8031
3.375,3.2528,-3.7896
3.48,3.229,-3.7765
3.588,3.205,-3.7638
3.69,3.1807,-3.7516
3.795,3.1562,-3.7396
3.9,3.1316,-3.7279
4.005,3.1069,-3.7164
4.11,3.0821,-3.705
4.221,3.0573,-3.6937
4.341,3.0277,-3.68
4.446,3.003,-3.6685
4.551,2.9785,-3.6569
4.656,2.9539,-3.6449
4.761,2.9294,-3.6325
4.866,2.9051,-3.6199
4.971,2.8809,-3.6069
5.079,2.857,-3.5936
5.181,2.8332,-3.5799
5.286,2.8097,-3.5657
5.394,2.7868,-3.5513
5.517,2.7595,-3.5333
5.625,2.7369,-3.5178
5.727,2.7147,-3.5019
5.832,2.6927,-3.4854
5.937,2.671,-3.4685
6.042,2.6497,-3.4512
6.147,2.6287,-3.4335
6.252,2.6081,-3.4155
6.354,2.5879,-3.3971
6.462,2.5679,-3.3783
6.567,2.5482,-3.3592
6.672,2.5288,-3.3398
6.777,2.5097,-3.3202
6.885,2.4909,-3.3003
6.99,2.4722,-3.2802
7.113,2.4502,-3.2559
7.218,2.432,-3.2355
7.323,2.4139,-3.215
7.425,2.3959,-3.1944
7.533,2.378,-3.1738
7.638,2.3602,-3.1531
7.743,2.3424,-3.1325
7.848,2.3246,-3.1118
7.977,2.3031,-3.0871
8.079,2.2851,-3.0666
8.184,2.2671,-3.0462
8.295,2.2491,-3.0257
8.418,2.2275,-3.001
8.52,2.2094,-2.9805
8.625,2.1914,-2.96
8.745,2.1698,-2.9353
8.877,2.1483,-2.9106
8.985,2.1304,-2.8898
9.096,2.1126,-2.8693
9.21,2.0912,-2.8445
9.327,2.0733,-2.8239
9.444,2.0519,-2.7993
9.552,2.0338,-2.7789
9.654,2.0158,-2.7586
9.759,1.9975,-2.7384
9.864,1.9792,-2.7182
9.966,1.9608,-2.6981
10.074,1.9422,-2.6781
10.179,1.9236,-2.6581
10.284,1.905,-2.6381
10.389,1.8864,-2.6182
10.497,1.8677,-2.5983
10.599,1.8491,-2.5782
