t,x,y
0.0,4.0,0.5
0.102,4.0,0.5
0.213,3.998,0.4999
0.315,3.9924,0.4997
0.423,3.9861,0.4995
0.525,3.9813,0.4992
0.63,3.9781,0.4989
0.747,3.9754,0.4985
0.864,3.9711,0.4978
0.969,3.9665,0.4971
1.071,3.9607,0.4961
1.176,3.9533,0.4945
1.281,3.9449,0.4925
1.386,3.9357,0.4899
1.491,3.9262,0.4867
1.596,3.916,0.4829
1.701,3.9049,0.4783
1.806,3.8922,0.4724
1.911,3.8779,0.4651
2.016,3.8622,0.4563
2.121,3.8454,0.446
2.226,3.828,0.4346
2.331,3.8104,0.4223
2.436,3.7926,0.4091
2.541,3.7745,0.395
2.646,3.7563,0.3801
2.754,3.7384,0.3648
2.856,3.7206,0.3492
2.961,3.7026,0.333
3.066,3.6842,0.3162
3.174,3.6653,0.2986
3.276,3.6464,0.281
3.381,3.628,0.2639
3.483,3.6093,0.2467
3.588,3.5904,0.2295
3.699,3.5711,0.2124
3.804,3.5515,0.1955
3.906,3.5313,0.1784
4.02,3.5108,0.1619
4.128,3.487,0.1435
4.242,3.4677,0.1293
4.35,3.4477,0.1153
4.452,3.4275,0.1021
4.557,3.4066,0.0892
4.662,3.3849,0.0768
4.767,3.363,0.0654
4.872,3.3412,0.055
4.98,3.3189,0.0453
5.082,3.2951,0.0359
5.187,3.2704,0.0274
5.292,3.2445,0.0195
5.397,3.2178,0.0126
5.502,3.1908,0.0066
5.607,3.1636,0.0016
5.715,3.1363,-0.0025
5.835,3.1035,-0.0062
5.949,3.076,-0.0083
6.072,3.043,-0.0099
6.174,3.0155,-0.0104
6.279,2.988,-0.0102
6.387,2.9606,-0.0094
6.489,2.9332,-0.0081
6.597,2.9058,-0.0062
6.699,2.8785,-0.0039
6.804,2.8517,-0.0016
6.909,2.8246,0.0012
7.014,2.7976,0.0041
7.119,2.7706,0.007
7.23,2.7436,0.0098
7.35,2.7111,0.0129
7.455,2.684,0.0152
7.56,2.6569,0.0171
7.668,2.6298,0.0188
7.773,2.6027,0.0201
7.896,2.5701,0.0211
8.016,2.5429,0.0217
8.127,2.5102,0.0219
8.232,2.483,0.0217
8.334,2.4558,0.0212
8.442,2.4285,0.0206
8.55,2.4013,0.0198
8.655,2.374,0.0189
8.757,2.3467,0.0179
8.859,2.3195,0.0168
8.97,2.2922,0.0156
9.072,2.2649,0.0145
9.177,2.2377,0.0133
9.282,2.2104,0.0121
9.387,2.1831,0.011
9.492,2.1558,0.0099
9.597,2.1285,0.0089
9.702,2.1013,0.008
9.807,2.074,0.007
9.915,2.0467,0.0062
10.017,2.0194,0.0054
10.125,1.9921,0.0048
10.227,1.9647,0.0042
