t,x,y
0.0,1.5,-4.0
0.108,1.5,-4.0
0.21,1.4998,-3.9986
0.324,1.499,-3.9929
0.441,1.4976,-3.985
0.546,1.4955,-3.9747
0.654,1.491,-3.954
0.762,1.4846,-3.9301
0.882,1.4744,-3.9019
0.987,1.4638,-3.8798
1.092,1.4501,-3.8575
1.197,1.4344,-3.8367
1.302,1.4164,-3.8173
1.41,1.3965,-3.7998
1.512,1.3751,-3.784
1.617,1.3522,-3.7706
1.722,1.3282,-3.7587
1.827,1.3032,-3.7495
1.932,1.2786,-3.7427
2.037,1.2524,-3.7374
2.145,1.2268,-3.7343
2.25,1.1999,-3.7325
2.352,1.1728,-3.732
2.457,1.1458,-3.7333
2.562,1.1189,-3.7357
2.667,1.0919,-3.7388
2.775,1.0649,-3.7425
2.877,1.038,-3.7469
2.982,1.0113,-3.7518
3.087,0.9845,-3.7568
3.192,0.9576,-3.7617
3.297,0.932,-3.7671
3.402,0.9058,-3.7725
3.507,0.8791,-3.778
3.612,0.8522,-3.7833
3.72,0.8267,-3.7886
3.822,0.7998,-3.7937
3.927,0.7749,-3.7983
4.035,0.7483,-3.8025
4.137,0.7222,-3.8063
4.248,0.6947,-3.8093
4.368,0.6619,-3.8114
4.476,0.6342,-3.8124
4.584,0.6073,-3.8122
4.704,0.5747,-3.8102
4.809,0.5471,-3.8071
4.917,0.5197,-3.8032
5.019,0.4925,-3.7978
5.124,0.4657,-3.791
5.229,0.4396,-3.783
5.334,0.4137,-3.774
5.436,0.3906,-3.7647
5.544,0.366,-3.7533
5.649,0.342,-3.7412
5.754,0.3182,-3.7275
5.859,0.2949,-3.7126
5.964,0.2723,-3.6964
6.069,0.2509,-3.6804
6.177,0.2299,-3.663
6.309,0.2057,-3.6402
6.411,0.1867,-3.6198
6.519,0.1687,-3.599
6.645,0.1479,-3.5728
6.765,0.1297,-3.5461
6.867,0.1155,-3.5222
6.972,0.1027,-3.4982
7.077,0.0908,-3.4741
7.182,0.08,-3.4499
7.287,0.0697,-3.4245
7.395,0.0605,-3.3994
7.497,0.0519,-3.374
7.602,0.0439,-3.3486
7.707,0.0361,-3.323
7.812,0.0285,-3.297
7.917,0.0212,-3.2709
8.022,0.0145,-3.2457
8.124,0.0075,-3.2195
8.232,0.0008,-3.1937
8.337,-0.0058,-3.1682
8.442,-0.0124,-3.1426
8.544,-0.019,-3.1166
8.652,-0.0254,-3.0916
8.757,-0.0323,-3.0652
8.862,-0.0389,-3.0397
8.967,-0.0459,-3.0134
9.072,-0.053,-2.9871
