t,x,y
0.0,-0.5,-4.0
0.108,-0.5,-4.0
0.21,-0.4997,-3.9968
0.315,-0.4985,-3.9827
0.42,-0.4966,-3.9582
0.525,-0.4942,-3.9316
0.63,-0.4908,-3.9052
0.735,-0.4863,-3.8789
0.84,-0.4807,-3.8529
0.945,-0.4741,-3.8271
1.05,-0.4667,-3.8016
1.155,-0.4582,-3.7757
1.26,-0.4487,-3.7499
1.365,-0.4385,-3.7243
1.47,-0.4278,-3.699
1.575,-0.4165,-3.674
1.677,-0.4047,-3.6492
1.785,-0.3925,-3.6246
1.89,-0.3799,-3.6002
1.995,-0.367,-3.576
2.1,-0.3539,-3.552
2.205,-0.3406,-3.5281
2.313,-0.3272,-3.5043
2.415,-0.3136,-3.4806
2.523,-0.3,-3.457
2.625,-0.2865,-3.4333
2.733,-0.2731,-3.4096
2.856,-0.2572,-3.3811
2.961,-0.2441,-3.3572
3.066,-0.2313,-3.3332
3.171,-0.2188,-3.3091
3.276,-0.2069,-3.2848
3.381,-0.1952,-3.2603
3.486,-0.1839,-3.2356
3.591,-0.1731,-3.2108
3.696,-0.1628,-3.1857
3.807,-0.1531,-3.1604
3.909,-0.1438,-3.1349
4.014,-0.1351,-3.1092
4.119,-0.1268,-3.0833
4.221,-0.1191,-3.0573
4.326,-0.1119,-3.0312
4.431,-0.1052,-3.0049
4.536,-0.0989,-2.9785
4.641,-0.0931,-2.9519
4.746,-0.0878,-2.9253
4.851,-0.0829,-2.8986
4.959,-0.0784,-2.8718
5.061,-0.0743,-2.8449
5.166,-0.0706,-2.818
5.271,-0.0674,-2.791
5.376,-0.0644,-2.764
5.481,-0.0618,-2.7369
5.586,-0.0596,-2.7098
5.691,-0.0576,-2.6827
5.796,-0.056,-2.6555
5.901,-0.0547,-2.6283
6.006,-0.0535,-2.6011
6.114,-0.0527,-2.5739
6.216,-0.052,-2.5467
6.324,-0.0513,-2.5194
6.426,-0.0509,-2.4921
6.531,-0.0506,-2.4648
6.636,-0.0503,-2.4375
6.741,-0.05,-2.4102
6.849,-0.0498,-2.3829
6.96,-0.0495,-2.3556
7.077,-0.0493,-2.3228
7.182,-0.049,-2.2955
7.287,-0.0489,-2.2683
7.392,-0.0487,-2.241
7.5,-0.0485,-2.2137
7.602,-0.0484,-2.1864
7.707,-0.0483,-2.1591
7.812,-0.0482,-2.1318
7.917,-0.0481,-2.1045
8.022,-0.0481,-2.0772
8.127,-0.0481,-2.0499
8.232,-0.0481,-2.0226
8.337,-0.0481,-1.9953
8.442,-0.0481,-1.968
8.547,-0.0481,-1.9407
8.649,-0.0481,-1.9134
8.757,-0.0482,-1.8861
8.865,-0.0482,-1.8588
8.967,-0.0483,-1.8315
9.072,-0.0485,-1.8043
9.177,-0.0486,-1.777
9.282,-0.0488,-1.7497
9.387,-0.049,-1.7224
9.495,-0.0493,-1.6951
9.597,-0.0496,-1.6679
9.702,-0.05,-1.6406
9.807,-0.0505,-1.6133
9.915,-0.051,-1.586
10.017,-0.0515,-1.5587
10.122,-0.0521,-1.5315
10.227,-0.0528,-1.5042
10.332,-0.0536,-1.4769
10.44,-0.0543,-1.4497
10.542,-0.0552,-1.4224
10.647,-0.0561,-1.3951
10.752,-0.0573,-1.3679
10.86,-0.0585,-1.3407
10.962,-0.0598,-1.3135
11.067,-0.0613,-1.2863
11.172,-0.0629,-1.2591
11.28,-0.0648,-1.2319
11.382,-0.0668,-1.2048
11.487,-0.0691,-1.1777
11.592,-0.0716,-1.1505
11.697,-0.0743,-1.1234
11.799,-0.0774,-1.0964
11.907,-0.0807,-1.0695
12.015,-0.0843,-1.0425
12.117,-0.0882,-1.0156
12.222,-0.0925,-0.9888
12.327,-0.0972,-0.962
12.435,-0.1022,-0.9353
12.54,-0.1077,-0.9087
12.642,-0.1134,-0.8821
12.747,-0.1199,-0.8558
12.852,-0.1268,-0.8296
12.957,-0.134,-0.8035
13.062,-0.1419,-0.7776
13.167,-0.1503,-0.7518
13.272,-0.1593,-0.7262
13.377,-0.1688,-0.7009
13.485,-0.179,-0.6758
13.587,-0.1898,-0.6509
13.692,-0.2011,-0.6262
13.797,-0.2128,-0.6029
13.902,-0.2249,-0.5798
14.007,-0.2379,-0.5567
14.112,-0.2518,-0.5334
14.217,-0.2663,-0.5106
14.322,-0.2814,-0.4882
14.427,-0.2972,-0.4662
14.532,-0.3136,-0.4447
14.637,-0.3306,-0.4235
14.742,-0.3481,-0.4028
14.847,-0.3661,-0.3826
14.952,-0.3845,-0.3628
15.057,-0.4035,-0.3433
15.162,-0.4228,-0.3244
15.267,-0.4426,-0.3058
15.372,-0.4627,-0.2876
15.48,-0.4832,-0.2698
15.582,-0.5041,-0.2524
15.69,-0.5252,-0.2353
15.801,-0.5467,-0.2187
15.921,-0.5728,-0.1992
16.023,-0.5948,-0.1833
16.128,-0.6171,-0.1678
16.236,-0.6397,-0.1526
16.338,-0.6624,-0.1377
16.443,-0.6854,-0.1231
16.548,-0.7085,-0.1088
16.656,-0.7318,-0.0948
16.758,-0.7553,-0.081
16.863,-0.7788,-0.0673
16.968,-0.8025,-0.0538
17.073,-0.8263,-0.0405
17.178,-0.8502,-0.0274
17.283,-0.8741,-0.0143
17.388,-0.8981,-0.0013
17.49,-0.9222,0.0115
17.598,-0.9463,0.0243
17.703,-0.9704,0.0369
17.808,-0.9946,0.0495
