t,x,y
0.0,4.0,0.5
0.105,4.0,0.5
0.21,3.998,0.4999
0.318,3.9925,0.4997
0.42,3.9862,0.4995
0.525,3.9819,0.4991
0.63,3.9791,0.4987
0.735,3.9765,0.4983
0.84,3.9729,0.4978
0.945,3.9679,0.497
1.05,3.962,0.4959
1.155,3.9534,0.494
1.263,3.943,0.4913
1.365,3.9308,0.4877
1.476,3.9179,0.4833
1.596,3.9014,0.4769
1.701,3.8864,0.4703
1.806,3.8704,0.4626
1.911,3.8536,0.4537
2.016,3.8359,0.4435
2.127,3.8171,0.4319
2.247,3.794,0.4168
2.355,3.7745,0.4031
2.46,3.7547,0.3886
2.565,3.7346,0.3733
2.667,3.7141,0.3573
2.772,3.6939,0.3412
2.877,3.6736,0.3248
2.982,3.6527,0.3079
3.09,3.6315,0.2907
3.192,3.6104,0.2739
3.3,3.5897,0.2578
3.402,3.5693,0.2423
3.507,3.5485,0.2269
3.612,3.5272,0.2118
3.717,3.5053,0.1969
3.822,3.4827,0.1822
3.93,3.4594,0.1679
4.032,3.4357,0.1541
4.137,3.4117,0.1409
4.242,3.388,0.1288
4.347,3.3642,0.1175
4.452,3.3402,0.1069
4.557,3.3155,0.0969
4.662,3.2898,0.0874
4.767,3.2636,0.0786
4.875,3.2372,0.0707
4.98,3.2106,0.0636
5.082,3.1837,0.0572
5.187,3.1568,0.0518
5.292,3.1297,0.0472
5.394,3.1028,0.0434
5.517,3.0755,0.0404
5.631,3.0428,0.0379
5.754,3.0098,0.0365
5.859,2.9823,0.0359
5.961,2.9549,0.036
6.066,2.9275,0.0367
6.174,2.9001,0.0379
6.279,2.8728,0.0394
6.384,2.8456,0.0412
6.501,2.8184,0.0432
6.615,2.7859,0.0457
6.72,2.7587,0.0478
6.834,2.7316,0.0498
6.951,2.699,0.052
7.059,2.6718,0.0537
7.164,2.6446,0.0552
7.272,2.6174,0.0565
7.392,2.5848,0.0577
7.497,2.5576,0.0584
7.602,2.5304,0.059
7.707,2.5032,0.0593
7.812,2.4759,0.0595
7.917,2.4487,0.0595
8.019,2.4214,0.0593
8.127,2.3941,0.059
8.238,2.3668,0.0586
8.358,2.3341,0.0582
8.463,2.3068,0.0577
8.571,2.2795,0.0573
8.673,2.2521,0.0569
8.778,2.2248,0.0566
8.883,2.1975,0.0562
8.988,2.1702,0.0559
9.096,2.1429,0.0557
9.201,2.1156,0.0555
9.303,2.0883,0.0553
9.405,2.061,0.0551
9.516,2.0337,0.055
9.618,2.0064,0.0549
9.72,1.9792,0.0548
9.828,1.9519,0.0547
9.936,1.9246,0.0546
10.038,1.8973,0.0546
10.143,1.87,0.0545
10.248,1.8427,0.0545
10.353,1.8153,0.0545
10.461,1.788,0.0545
10.563,1.7607,0.0545
10.671,1.7334,0.0546
10.776,1.7061,0.0547
10.878,1.6788,0.0547
10.983,1.6515,0.0548
11.091,1.6242,0.055
11.193,1.5969,0.0551
11.298,1.5696,0.0552
11.403,1.5423,0.0554
11.511,1.515,0.0556
11.616,1.4877,0.056
11.718,1.4605,0.0566
11.826,1.4331,0.0573
11.928,1.4058,0.0582
12.033,1.3785,0.0595
12.138,1.3511,0.0611
12.243,1.3238,0.0631
12.348,1.2966,0.0655
12.456,1.2693,0.0683
12.582,1.2367,0.0723
12.684,1.2096,0.0763
12.789,1.1825,0.0806
12.9,1.1555,0.0855
13.023,1.1232,0.092
13.128,1.0964,0.0979
13.23,1.0697,0.1044
13.338,1.0431,0.1112
13.44,1.0167,0.1185
13.545,0.9903,0.1263
13.656,0.9641,0.1345
13.776,0.9329,0.1448
13.884,0.907,0.1538
13.989,0.8812,0.1632
14.091,0.8556,0.173
14.196,0.8301,0.1831
14.301,0.8048,0.1935
14.409,0.7795,0.2042
14.511,0.7545,0.2153
14.622,0.7296,0.2268
14.724,0.7048,0.2386
14.826,0.6802,0.2507
14.934,0.6558,0.2632
15.048,0.6268,0.2788
15.168,0.6038,0.2919
15.285,0.579,0.307
15.396,0.5591,0.3196
15.531,0.5357,0.3356
15.648,0.5127,0.3524
15.75,0.4936,0.3675
15.855,0.4742,0.3836
15.96,0.4544,0.4013
16.065,0.4345,0.4201
16.167,0.415,0.4396
16.275,0.396,0.4595
16.383,0.3776,0.48
16.485,0.3597,0.5008
16.596,0.3423,0.5219
16.716,0.3218,0.5478
16.824,0.3052,0.5696
16.926,0.2889,0.5916
17.031,0.2729,0.6138
17.133,0.2571,0.6362
17.241,0.2416,0.6586
17.346,0.2261,0.6812
17.454,0.2108,0.7038
17.577,0.1925,0.7309
17.685,0.1773,0.7535
17.787,0.162,0.7762
17.895,0.1467,0.7987
17.997,0.1314,0.8213
18.105,0.116,0.8438
18.207,0.1005,0.8662
18.315,0.0849,0.8885
18.417,0.0692,0.9107
18.522,0.0533,0.9328
18.627,0.0373,0.9548
18.732,0.0211,0.9767
18.837,0.0047,0.9985
18.942,-0.0118,1.0201
19.047,-0.0285,1.0416
19.152,-0.0454,1.0629
19.257,-0.0625,1.0839
19.362,-0.0798,1.1049
19.47,-0.0973,1.1258
19.572,-0.115,1.1464
