t,x,y
0.0,3.5,-4.0
0.102,3.5,-4.0
0.207,3.4998,-3.9985
0.312,3.4988,-3.9874
0.417,3.4971,-3.9669
0.522,3.4948,-3.9474
0.627,3.4904,-3.9224
0.732,3.4844,-3.8982
0.837,3.4765,-3.8742
0.942,3.4663,-3.8506
1.047,3.4537,-3.8279
1.152,3.4388,-3.8064
1.257,3.4216,-3.7863
1.362,3.4028,-3.7684
1.467,3.3821,-3.7518
1.578,3.3597,-3.7374
1.698,3.3313,-3.7226
1.803,3.3065,-3.7129
1.908,3.281,-3.705
2.013,3.2549,-3.6992
2.118,3.2284,-3.6957
2.226,3.2017,-3.6937
2.331,3.1753,-3.6934
2.436,3.1492,-3.6955
2.538,3.1226,-3.6989
2.643,3.0959,-3.7033
2.748,3.0694,-3.709
2.856,3.043,-3.7155
2.958,3.017,-3.7233
3.063,2.9909,-3.7313
3.168,2.9648,-3.7395
3.273,2.9388,-3.748
3.378,2.9133,-3.7564
3.483,2.8875,-3.7643
3.591,2.8622,-3.7719
3.699,2.8369,-3.7788
3.819,2.8054,-3.7866
3.927,2.7787,-3.7924
4.029,2.7515,-3.7974
4.134,2.7247,-3.8014
4.239,2.6972,-3.8045
4.344,2.6696,-3.8064
4.449,2.6418,-3.8072
4.557,2.6142,-3.807
4.659,2.5865,-3.8058
4.764,2.5589,-3.8034
4.872,2.5323,-3.7997
4.977,2.5052,-3.7951
5.079,2.4781,-3.7892
5.184,2.4523,-3.7821
5.289,2.4258,-3.7737
5.394,2.4012,-3.7647
5.499,2.3765,-3.7542
5.604,2.3515,-3.7422
5.709,2.3283,-3.73
5.814,2.3047,-3.7155
5.919,2.2816,-3.7
6.024,2.2593,-3.6839
6.129,2.2394,-3.6681
6.234,2.2191,-3.6503
6.339,2.1994,-3.6312
6.444,2.1806,-3.6114
6.549,2.1625,-3.5905
6.654,2.146,-3.5703
6.765,2.1306,-3.5494
6.882,2.1136,-3.5239
6.99,2.1,-3.5012
7.095,2.0873,-3.4781
7.2,2.0748,-3.4536
7.308,2.0639,-3.4297
7.41,2.0533,-3.405
7.515,2.0434,-3.3803
7.62,2.0341,-3.3551
7.725,2.0258,-3.33
7.83,2.0178,-3.3047
7.935,2.0102,-3.2788
8.04,2.003,-3.2528
8.145,1.9961,-3.2264
8.253,1.9895,-3.2006
8.358,1.9832,-3.1742
8.46,1.9776,-3.1496
8.568,1.9717,-3.1232
8.703,1.965,-3.0919
8.82,1.9584,-3.0603
8.931,1.9532,-3.0343
9.048,1.9466,-3.0022
9.153,1.9413,-2.9761
9.258,1.9359,-2.9494
9.366,1.9302,-2.9228
9.468,1.9242,-2.8963
9.573,1.9184,-2.8708
9.678,1.9119,-2.8449
9.78,1.9052,-2.8196
9.888,1.8981,-2.7939
9.993,1.8904,-2.7679
10.098,1.8822,-2.742
10.209,1.8736,-2.7163
10.314,1.8646,-2.6907
10.416,1.8551,-2.6652
10.521,1.8453,-2.6411
10.626,1.835,-2.6159
10.728,1.8238,-2.5913
10.833,1.8124,-2.5675
10.938,1.8006,-2.5442
11.043,1.7878,-2.5204
11.148,1.775,-2.4982
11.253,1.7608,-2.4751
11.358,1.7461,-2.4524
11.463,1.7307,-2.4301
11.568,1.7157,-2.4096
11.673,1.7004,-2.3899
11.778,1.6831,-2.3696
11.883,1.6651,-2.3495
11.988,1.6464,-2.33
12.093,1.6271,-2.3112
12.198,1.6072,-2.293
12.303,1.5875,-2.2759
12.405,1.5667,-2.2594
12.513,1.5454,-2.2435
12.618,1.5232,-2.2283
12.723,1.5011,-2.2135
12.828,1.479,-2.1994
12.936,1.4557,-2.1854
13.038,1.4321,-2.172
13.143,1.4084,-2.1591
13.248,1.3846,-2.1467
13.353,1.3605,-2.1342
13.464,1.3366,-2.1222
13.584,1.3077,-2.1086
13.689,1.2836,-2.0976
13.794,1.26,-2.0871
13.899,1.2353,-2.0766
14.004,1.211,-2.0667
14.109,1.1858,-2.0569
14.214,1.1616,-2.048
14.319,1.136,-2.0386
14.424,1.1117,-2.0301
14.529,1.0873,-2.022
14.64,1.0625,-2.014
14.763,1.0313,-2.0041
14.865,1.0065,-1.9962
14.97,0.9805,-1.9879
15.075,0.9553,-1.98
15.18,0.9293,-1.9717
15.285,0.9042,-1.9637
15.39,0.8786,-1.9553
15.498,0.8528,-1.9467
15.6,0.8269,-1.938
15.705,0.801,-1.9289
15.81,0.7752,-1.9195
15.915,0.7495,-1.91
16.02,0.7239,-1.9001
16.128,0.6989,-1.89
16.23,0.6745,-1.8794
16.335,0.6498,-1.8683
