t,x,y
0.0,3.5,-4.0
0.108,3.5,-4.0
0.21,3.4996,-4.0001
0.312,3.4988,-4.0003
0.423,3.4979,-4.0007
0.525,3.4969,-4.0012
0.63,3.496,-4.002
0.735,3.495,-4.003
0.84,3.4944,-4.0042
0.945,3.4938,-4.0055
1.05,3.4934,-4.0071
1.155,3.4934,-4.0088
1.263,3.492,-4.0085
1.365,3.4829,-4.0009
1.473,3.4642,-3.9881
1.575,3.4418,-3.9756
1.683,3.4182,-3.9648
1.785,3.3929,-3.9552
1.89,3.367,-3.9472
1.995,3.3407,-3.9405
2.1,3.3142,-3.9347
2.205,3.2875,-3.9295
2.31,3.2608,-3.9248
2.415,3.234,-3.9205
2.52,3.2071,-3.9167
2.628,3.1801,-3.9131
2.733,3.1531,-3.9099
2.835,3.126,-3.907
2.94,3.0989,-3.9043
3.045,3.0718,-3.9019
3.15,3.0446,-3.8997
3.258,3.0175,-3.8976
3.36,2.9903,-3.8957
3.465,2.963,-3.8939
3.573,2.9358,-3.8921
3.687,2.9086,-3.8905
3.804,2.8759,-3.8886
3.936,2.8541,-3.8872
4.038,2.8159,-3.8848
4.158,2.7831,-3.8824
4.266,2.7557,-3.88
4.371,2.7284,-3.8774
4.476,2.7011,-3.8742
4.578,2.6738,-3.8706
4.683,2.6465,-3.8664
4.788,2.6201,-3.8614
4.893,2.5941,-3.855
4.998,2.5683,-3.848
5.103,2.5428,-3.8401
5.214,2.5176,-3.8309
5.334,2.4881,-3.8183
5.442,2.4642,-3.8064
5.544,2.4409,-3.7933
5.646,2.4182,-3.7791
5.757,2.3954,-3.7637
5.859,2.3731,-3.7474
5.964,2.3517,-3.7301
6.075,2.3309,-3.712
6.198,2.3068,-3.6897
6.3,2.2879,-3.671
6.405,2.2696,-3.6517
6.513,2.252,-3.632
6.615,2.2349,-3.6116
6.72,2.2181,-3.5905
6.825,2.2016,-3.5684
6.93,2.1858,-3.5458
7.038,2.1707,-3.5228
7.14,2.1562,-3.4993
7.251,2.1424,-3.4754
7.371,2.1268,-3.4463
7.482,2.1145,-3.4216
7.602,2.1008,-3.3915
7.707,2.0901,-3.3661
7.812,2.0801,-3.3404
7.917,2.0709,-3.3144
8.022,2.0623,-3.2882
8.127,2.0545,-3.2618
8.232,2.0474,-3.2352
8.337,2.041,-3.2084
8.448,2.0353,-3.1815
8.568,2.0292,-3.1491
8.673,2.0248,-3.1219
8.778,2.0208,-3.0948
8.883,2.017,-3.0677
8.988,2.0138,-3.0405
9.093,2.0106,-3.0134
9.198,2.0076,-2.9864
9.303,2.0044,-2.9593
9.408,2.0011,-2.9323
9.513,1.9975,-2.9054
9.618,1.9935,-2.8785
9.726,1.9892,-2.8518
9.828,1.9843,-2.8251
9.933,1.979,-2.7986
10.038,1.973,-2.7721
10.143,1.9665,-2.7459
10.248,1.9593,-2.7198
10.353,1.9515,-2.6939
10.458,1.9429,-2.6682
10.563,1.9337,-2.6428
10.668,1.9237,-2.6176
10.776,1.9131,-2.5928
10.878,1.9026,-2.5688
10.983,1.8921,-2.5447
11.088,1.8816,-2.5203
11.196,1.8715,-2.4956
11.298,1.8615,-2.4708
11.409,1.8522,-2.4458
11.529,1.8424,-2.4154
11.634,1.8354,-2.3897
11.739,1.8295,-2.3637
11.847,1.8246,-2.3375
11.949,1.8207,-2.3112
12.057,1.8178,-2.2847
12.159,1.8158,-2.2573
12.264,1.8145,-2.2297
12.369,1.8141,-2.2022
12.474,1.8144,-2.1747
12.579,1.8153,-2.1472
12.687,1.8168,-2.1198
12.789,1.8188,-2.0924
12.891,1.8212,-2.0651
13.017,1.8245,-2.0324
13.122,1.8277,-2.0053
13.233,1.8312,-1.9781
13.335,1.8347,-1.951
13.476,1.8392,-1.9186
13.584,1.8439,-1.8861
13.695,1.8479,-1.8591
13.809,1.852,-1.832
13.923,1.857,-1.7996
14.028,1.8612,-1.7726
14.136,1.8654,-1.7457
14.238,1.8697,-1.7187
14.343,1.8739,-1.6918
14.454,1.8781,-1.6648
14.577,1.883,-1.634
14.679,1.8854,-1.6179
14.79,1.8878,-1.6013
14.913,1.8924,-1.5702
15.015,1.8963,-1.5432
15.12,1.9001,-1.5162
15.228,1.9038,-1.4891
15.33,1.9075,-1.4621
15.435,1.9111,-1.4351
15.54,1.9144,-1.408
15.648,1.9177,-1.381
15.75,1.9207,-1.354
15.855,1.9236,-1.3269
15.96,1.9262,-1.2998
16.065,1.9286,-1.2727
16.173,1.9307,-1.2456
16.278,1.9326,-1.2184
16.383,1.9343,-1.1912
16.485,1.9358,-1.164
16.59,1.937,-1.1368
16.695,1.938,-1.1096
16.8,1.9386,-1.0824
16.905,1.939,-1.0553
17.01,1.9391,-1.0281
17.115,1.9387,-1.001
17.223,1.938,-0.9738
17.325,1.9368,-0.9467
17.433,1.935,-0.9197
17.535,1.9328,-0.8927
17.637,1.9299,-0.8657
17.745,1.9264,-0.8389
17.85,1.9222,-0.8121
17.958,1.9174,-0.7855
18.084,1.9107,-0.7537
18.186,1.9044,-0.7274
18.294,1.8973,-0.7013
18.396,1.8895,-0.6755
18.501,1.881,-0.65
18.606,1.8719,-0.6245
18.714,1.862,-0.5992
18.816,1.8514,-0.5743
18.921,1.8401,-0.5497
19.026,1.8282,-0.5255
19.134,1.8159,-0.502
19.236,1.8031,-0.4794
19.341,1.7896,-0.4572
19.446,1.7754,-0.4355
19.551,1.7611,-0.4149
19.659,1.7518,-0.4014
19.761,1.7492,-0.3966
19.866,1.7499,-0.3959
19.971,1.7505,-0.3951
20.076,1.7511,-0.3942
20.181,1.7517,-0.3932
20.286,1.7499,-0.3891
20.391,1.7428,-0.3756
20.496,1.7319,-0.3529
20.601,1.7217,-0.3281
20.709,1.7128,-0.3029
20.811,1.7051,-0.2773
20.916,1.6987,-0.2514
21.021,1.6934,-0.2253
21.126,1.6893,-0.199
21.231,1.6863,-0.1725
21.336,1.6841,-0.146
21.444,1.683,-0.1195
21.546,1.6827,-0.0936
21.648,1.6825,-0.0769
21.756,1.6819,-0.0714
21.858,1.6809,-0.0716
21.969,1.68,-0.0719
22.074,1.679,-0.0723
22.176,1.6781,-0.0729
22.281,1.6772,-0.0738
22.386,1.6764,-0.0748
22.491,1.6756,-0.0761
22.596,1.675,-0.0775
22.71,1.6747,-0.0791
22.827,1.6751,-0.0808
22.929,1.6755,-0.0824
23.037,1.6758,-0.0831
23.139,1.6682,-0.0791
23.247,1.6497,-0.0719
23.355,1.624,-0.0648
23.463,1.5977,-0.0599
23.583,1.5655,-0.0566
