t,x,y
0.0,1.5,-4.0
0.108,1.5,-4.0
0.213,1.5,-4.0001
0.315,1.4997,-4.0005
0.42,1.4994,-4.0015
0.525,1.4991,-4.0018
0.63,1.4987,-3.9997
0.735,1.4982,-3.9966
0.837,1.4978,-3.994
0.945,1.4969,-3.9887
1.05,1.4957,-3.9819
1.155,1.4939,-3.9738
1.26,1.4912,-3.9622
1.365,1.4902,-3.9581
1.47,1.491,-3.9599
1.575,1.4904,-3.9579
1.68,1.4888,-3.9534
1.785,1.4869,-3.9485
1.89,1.4856,-3.9454
1.995,1.4853,-3.9442
2.1,1.4854,-3.9437
2.208,1.4848,-3.9424
2.313,1.483,-3.9393
2.415,1.4808,-3.9354
2.52,1.4782,-3.931
2.628,1.4751,-3.9262
2.73,1.4749,-3.9261
2.835,1.4757,-3.9274
2.94,1.4766,-3.929
3.048,1.4772,-3.9301
3.15,1.477,-3.9301
3.252,1.4759,-3.9292
3.36,1.4742,-3.9276
3.465,1.4696,-3.9235
3.576,1.4623,-3.9174
3.678,1.453,-3.9103
3.801,1.4414,-3.9024
3.909,1.437,-3.8998
4.011,1.4398,-3.9011
4.116,1.4467,-3.9042
4.224,1.4554,-3.9077
4.329,1.4629,-3.9103
4.431,1.4706,-3.9123
4.536,1.4774,-3.9137
4.644,1.485,-3.9145
4.746,1.4952,-3.9146
4.851,1.5072,-3.9138
4.956,1.5207,-3.912
5.064,1.5342,-3.9094
5.166,1.547,-3.906
5.271,1.5593,-3.9019
5.376,1.5712,-3.8969
5.481,1.5821,-3.8913
5.586,1.5923,-3.8852
5.691,1.603,-3.8776
5.799,1.6132,-3.8691
5.901,1.623,-3.8598
6.003,1.6342,-3.847
6.135,1.6471,-3.8302
6.24,1.6564,-3.8167
6.345,1.6638,-3.8043
6.447,1.6705,-3.7907
6.573,1.676,-3.7772
6.678,1.6801,-3.7652
6.807,1.6824,-3.7553
6.909,1.6832,-3.7489
7.017,1.6835,-3.7447
7.125,1.6836,-3.7426
7.245,1.6837,-3.7424
7.35,1.6839,-3.7433
7.458,1.6846,-3.7452
7.56,1.6858,-3.7478
7.665,1.687,-3.75
7.773,1.6884,-3.7522
7.875,1.6904,-3.7547
7.98,1.6936,-3.7582
8.088,1.6975,-3.7618
8.193,1.7014,-3.7648
8.295,1.7053,-3.7674
8.4,1.71,-3.7699
8.505,1.7153,-3.7722
8.61,1.721,-3.7741
8.715,1.722,-3.7745
8.82,1.7218,-3.7745
8.925,1.7223,-3.7745
9.03,1.7224,-3.7746
9.138,1.7229,-3.7745
