t,x,y
0.0,-0.5,-4.0
0.108,-0.5,-4.0
0.234,-0.5,-4.0
0.342,-0.5,-4.0
0.462,-0.4993,-3.9932
0.597,-0.4975,-3.9704
0.717,-0.4947,-3.9384
0.822,-0.4914,-3.9119
0.924,-0.4869,-3.8855
1.029,-0.4812,-3.8595
1.134,-0.4743,-3.8337
1.239,-0.4664,-3.8083
1.344,-0.4576,-3.7832
1.449,-0.4477,-3.7582
1.554,-0.4368,-3.7329
1.659,-0.4253,-3.7079
1.764,-0.4133,-3.6833
1.869,-0.4008,-3.6589
1.974,-0.388,-3.6347
2.091,-0.375,-3.6106
2.205,-0.3591,-3.5819
2.31,-0.3459,-3.5581
2.418,-0.3326,-3.5342
2.52,-0.3195,-3.5104
2.625,-0.3064,-3.4865
2.73,-0.2936,-3.4625
2.838,-0.2816,-3.44
2.949,-0.2696,-3.4167
3.066,-0.2552,-3.3876
3.171,-0.2434,-3.3631
3.276,-0.2319,-3.3385
3.378,-0.2208,-3.314
3.483,-0.2127,-3.2963
3.591,-0.2057,-3.2788
3.696,-0.1957,-3.254
3.801,-0.1858,-3.2287
3.909,-0.1763,-3.2033
4.011,-0.1671,-3.1777
4.116,-0.1583,-3.152
4.221,-0.1498,-3.1262
4.326,-0.1418,-3.1002
4.434,-0.1341,-3.0742
4.536,-0.1267,-3.048
4.641,-0.1195,-3.0218
4.746,-0.1128,-2.9954
4.851,-0.1063,-2.969
4.956,-0.1002,-2.9425
5.061,-0.0943,-2.9159
5.166,-0.0886,-2.8893
5.271,-0.0833,-2.8626
5.376,-0.0782,-2.8359
5.481,-0.0734,-2.8091
5.586,-0.069,-2.7823
5.691,-0.065,-2.7554
5.796,-0.0612,-2.7285
5.901,-0.0578,-2.7016
6.006,-0.0547,-2.6746
6.111,-0.052,-2.6475
6.216,-0.0496,-2.6204
6.321,-0.0475,-2.5932
6.429,-0.0457,-2.5661
6.531,-0.0441,-2.5389
6.639,-0.0425,-2.5116
6.741,-0.0411,-2.4844
6.846,-0.0398,-2.4571
6.951,-0.0385,-2.4298
7.056,-0.0373,-2.4025
7.161,-0.036,-2.3753
7.266,-0.0348,-2.348
7.371,-0.0335,-2.3207
7.476,-0.0324,-2.2935
7.581,-0.0312,-2.2662
7.686,-0.0301,-2.239
7.791,-0.0291,-2.2117
7.896,-0.0281,-2.1844
8.001,-0.0272,-2.1572
8.103,-0.0263,-2.1299
8.214,-0.0256,-2.1027
8.316,-0.0249,-2.0754
8.421,-0.0243,-2.0481
8.529,-0.0238,-2.0209
8.631,-0.0234,-1.9936
8.739,-0.0235,-1.9664
8.844,-0.0236,-1.9393
8.946,-0.0239,-1.9121
9.069,-0.0245,-1.8794
9.177,-0.0253,-1.8522
9.288,-0.0263,-1.8249
9.408,-0.0275,-1.7977
9.516,-0.0291,-1.765
9.627,-0.0305,-1.7377
9.732,-0.0321,-1.7105
9.846,-0.0339,-1.6778
9.954,-0.0355,-1.6505
10.056,-0.0372,-1.6233
10.167,-0.0386,-1.596
10.272,-0.0399,-1.5686
10.374,-0.0412,-1.5413
10.479,-0.0423,-1.5139
10.584,-0.0432,-1.4866
10.692,-0.0439,-1.4592
10.794,-0.0445,-1.4318
10.899,-0.0448,-1.4045
11.004,-0.0449,-1.3771
11.109,-0.0448,-1.3498
11.214,-0.0446,-1.3224
11.319,-0.0442,-1.2951
11.424,-0.0438,-1.2678
11.529,-0.0432,-1.2405
11.637,-0.0425,-1.2132
11.739,-0.0417,-1.1858
11.844,-0.0409,-1.1585
11.949,-0.04,-1.1312
12.054,-0.0391,-1.1039
12.159,-0.0382,-1.0766
12.267,-0.0375,-1.0494
12.369,-0.0369,-1.0222
12.474,-0.0365,-0.9951
12.582,-0.0364,-0.9679
12.705,-0.0368,-0.9353
12.81,-0.0377,-0.9083
12.915,-0.0391,-0.8812
13.02,-0.0411,-0.8542
13.122,-0.0435,-0.8272
13.233,-0.0458,-0.8
13.335,-0.0484,-0.7727
13.44,-0.0514,-0.7455
13.545,-0.0545,-0.7183
13.656,-0.0574,-0.691
13.776,-0.0604,-0.6583
13.884,-0.0627,-0.631
13.989,-0.0646,-0.6036
14.091,-0.0662,-0.5763
14.196,-0.0681,-0.5501
14.301,-0.0705,-0.5241
14.409,-0.0734,-0.4984
14.511,-0.0767,-0.4729
14.619,-0.0806,-0.4474
14.721,-0.0856,-0.4221
14.829,-0.0918,-0.397
14.931,-0.0993,-0.3723
15.036,-0.108,-0.348
15.144,-0.118,-0.3241
15.249,-0.1286,-0.3004
15.351,-0.1398,-0.2767
15.456,-0.1514,-0.253
15.561,-0.1632,-0.2292
15.666,-0.1746,-0.2051
15.771,-0.1856,-0.1807
15.876,-0.1959,-0.156
15.981,-0.2051,-0.1308
16.086,-0.213,-0.1053
16.191,-0.2198,-0.0795
16.296,-0.2254,-0.0535
16.401,-0.2299,-0.0272
16.506,-0.2333,-0.0009
16.611,-0.2357,0.0259
16.719,-0.2374,0.0534
16.821,-0.2382,0.0809
16.926,-0.2383,0.1084
17.031,-0.2377,0.1359
17.139,-0.2365,0.1634
17.244,-0.2347,0.1908
17.346,-0.2325,0.2181
17.454,-0.2301,0.2437
17.559,-0.2286,0.2593
17.661,-0.2277,0.266
17.766,-0.2257,0.2803
17.871,-0.2224,0.305
17.976,-0.2186,0.3321
18.081,-0.2146,0.3592
