t,x,y
0.0,4.0,0.5
0.126,4.0,0.5
0.246,3.9969,0.4998
0.354,3.9833,0.4987
0.462,3.9622,0.4975
0.567,3.9413,0.4959
0.669,3.9206,0.4938
0.774,3.8994,0.491
0.879,3.8785,0.4874
0.984,3.8578,0.4834
1.089,3.8382,0.4788
1.194,3.8184,0.4735
1.308,3.7984,0.4677
1.425,3.7733,0.46
1.53,3.7524,0.453
1.635,3.7314,0.4456
1.74,3.7108,0.438
1.845,3.6918,0.4302
1.95,3.6718,0.422
2.058,3.6513,0.4135
2.163,3.63,0.405
2.265,3.6087,0.3962
2.367,3.5887,0.3868
2.475,3.5684,0.3776
2.58,3.5479,0.3686
2.685,3.5276,0.3594
2.79,3.5069,0.3504
2.898,3.4863,0.3411
3.0,3.466,0.3321
3.105,3.4457,0.3227
3.21,3.4252,0.3135
3.318,3.4041,0.3046
3.423,3.3834,0.2954
3.525,3.3625,0.2863
3.63,3.341,0.2778
3.735,3.3212,0.2692
3.84,3.3019,0.2608
3.951,3.2812,0.2523
4.053,3.2601,0.2444
4.158,3.2386,0.2362
4.26,3.2171,0.2281
4.365,3.1955,0.2203
4.467,3.1738,0.2127
4.578,3.1524,0.2056
4.68,3.131,0.1988
4.785,3.109,0.1922
4.89,3.0876,0.186
4.992,3.0658,0.1801
5.097,3.0438,0.1745
5.208,3.0217,0.1691
5.31,2.9994,0.1641
5.415,2.9772,0.1594
5.52,2.9552,0.1551
5.625,2.9333,0.1511
5.73,2.9113,0.1476
5.832,2.89,0.1445
5.937,2.869,0.1416
6.045,2.8474,0.139
6.15,2.8245,0.1368
6.255,2.802,0.135
6.36,2.779,0.1334
6.468,2.757,0.1322
6.57,2.7341,0.1313
6.678,2.7117,0.1307
6.78,2.6891,0.1302
6.885,2.667,0.1299
6.99,2.6459,0.1298
7.098,2.6233,0.13
7.2,2.6019,0.1302
7.308,2.5792,0.1306
7.41,2.5566,0.1311
7.515,2.5341,0.1315
7.626,2.5118,0.1319
7.728,2.489,0.1328
7.83,2.4667,0.1343
7.935,2.4443,0.1353
8.04,2.4218,0.1365
8.145,2.3996,0.1382
8.256,2.3771,0.14
8.358,2.3553,0.142
8.484,2.3283,0.1449
8.586,2.3067,0.147
8.691,2.2852,0.1493
8.796,2.2637,0.1522
8.91,2.2413,0.155
9.027,2.2154,0.158
9.132,2.1935,0.1609
9.237,2.1713,0.1639
9.348,2.1499,0.1669
9.456,2.128,0.1701
9.558,2.1066,0.1732
9.66,2.0843,0.1767
9.786,2.0588,0.1802
9.888,2.0372,0.1834
9.993,2.0152,0.1866
10.098,1.9938,0.1897
10.203,1.9717,0.1927
10.308,1.9505,0.1955
10.413,1.9305,0.198
10.515,1.91,0.2003
10.626,1.888,0.2027
10.728,1.8658,0.2052
10.833,1.8438,0.2071
10.938,1.8231,0.2087
11.046,1.8017,0.2102
11.148,1.78,0.2115
11.253,1.7594,0.2123
11.358,1.7397,0.2129
11.466,1.7175,0.2136
11.568,1.6957,0.2138
11.673,1.6738,0.2138
11.778,1.6515,0.2136
11.883,1.6296,0.2133
11.988,1.6077,0.2129
12.093,1.5874,0.2124
12.198,1.5654,0.2119
12.303,1.5438,0.2111
12.411,1.5222,0.2101
12.516,1.5002,0.2089
12.618,1.4792,0.2075
12.723,1.4591,0.2059
12.831,1.4376,0.2043
12.936,1.4157,0.2024
13.038,1.3939,0.2001
13.143,1.3717,0.1976
13.248,1.3495,0.195
13.353,1.3277,0.1924
13.461,1.306,0.1896
13.566,1.2831,0.1873
13.668,1.2605,0.1846
13.773,1.2378,0.1821
13.878,1.2151,0.1797
13.983,1.1924,0.1776
14.088,1.1695,0.1758
14.193,1.1472,0.1736
14.298,1.1243,0.1723
14.406,1.1014,0.171
14.508,1.0785,0.17
14.613,1.0555,0.1691
14.718,1.0329,0.1683
14.823,1.0113,0.1677
14.928,0.9883,0.1679
15.033,0.9659,0.1683
15.138,0.9426,0.1691
15.243,0.9202,0.1697
15.348,0.8973,0.1713
15.453,0.875,0.1733
15.558,0.8526,0.1757
15.663,0.8298,0.1788
15.768,0.8079,0.182
15.873,0.785,0.1862
15.978,0.7629,0.1908
16.083,0.7405,0.196
16.188,0.7182,0.2017
16.293,0.6967,0.2077
16.398,0.6744,0.2146
16.503,0.6533,0.2217
16.608,0.6317,0.2294
16.719,0.6099,0.2381
16.839,0.5841,0.2493
16.947,0.5629,0.2588
17.049,0.5419,0.269
17.154,0.5211,0.2802
17.259,0.5007,0.2917
17.361,0.4807,0.3036
17.469,0.4619,0.3155
17.574,0.4425,0.329
17.679,0.4235,0.3425
17.787,0.4048,0.3568
17.889,0.3866,0.3717
17.994,0.3688,0.3872
18.099,0.3518,0.4029
18.204,0.3349,0.4196
18.309,0.3185,0.4367
18.414,0.3029,0.4546
18.522,0.2876,0.4724
18.624,0.2731,0.4908
18.732,0.2619,0.5059
