t,x,y
0.0,-0.5,-4.0
0.108,-0.5,-4.0
0.213,-0.5,-4.0
0.315,-0.4995,-3.9952
0.423,-0.4982,-3.9792
0.528,-0.4961,-3.9546
0.636,-0.4928,-3.9294
0.759,-0.4876,-3.9003
0.882,-0.4808,-3.8728
0.987,-0.4736,-3.8511
1.092,-0.4657,-3.8313
1.197,-0.4555,-3.8105
1.302,-0.4447,-3.7908
1.407,-0.4334,-3.7726
1.512,-0.42,-3.7534
1.617,-0.4058,-3.7345
1.722,-0.3912,-3.7165
1.83,-0.377,-3.7
1.932,-0.3626,-3.6844
2.04,-0.3469,-3.6678
2.145,-0.331,-3.6516
2.247,-0.3149,-3.6357
2.352,-0.2986,-3.6199
2.463,-0.2823,-3.6044
2.583,-0.2635,-3.5859
2.688,-0.2474,-3.5705
2.796,-0.232,-3.5557
2.901,-0.2176,-3.5416
3.006,-0.2028,-3.5266
3.108,-0.1885,-3.512
3.216,-0.1733,-3.4961
3.318,-0.1592,-3.4809
3.426,-0.1459,-3.4661
3.528,-0.1331,-3.4514
3.633,-0.12,-3.4358
3.735,-0.1068,-3.4194
3.843,-0.0939,-3.4027
3.948,-0.0825,-3.3873
4.053,-0.07,-3.3696
4.158,-0.0581,-3.3518
4.263,-0.0468,-3.3341
4.371,-0.0355,-3.3156
4.473,-0.025,-3.2973
4.578,-0.0147,-3.2785
4.686,-0.0047,-3.2593
4.788,0.0049,-3.2401
4.893,0.0144,-3.2203
4.998,0.023,-3.201
5.103,0.0313,-3.1812
5.208,0.0396,-3.1612
5.31,0.0473,-3.1416
5.418,0.0549,-3.121
5.547,0.0618,-3.1012
5.655,0.0697,-3.0775
5.769,0.0768,-3.0564
5.871,0.0826,-3.0365
5.985,0.0898,-3.0115
6.093,0.0955,-2.9903
6.195,0.1009,-2.9694
6.3,0.1061,-2.9481
6.405,0.1108,-2.9273
6.51,0.1154,-2.9057
6.618,0.12,-2.8843
6.72,0.1242,-2.8627
6.828,0.1281,-2.8417
6.93,0.1321,-2.8198
7.035,0.1356,-2.7988
7.14,0.1393,-2.777
7.245,0.1428,-2.7556
7.35,0.1456,-2.7346
7.455,0.1491,-2.7126
7.56,0.1521,-2.691
7.665,0.1551,-2.6688
7.776,0.1577,-2.6475
7.878,0.1604,-2.6254
7.983,0.1628,-2.6035
8.085,0.1653,-2.5814
8.19,0.1675,-2.5595
8.298,0.1697,-2.5379
8.4,0.1718,-2.5157
8.505,0.1737,-2.4944
8.61,0.1759,-2.4723
8.712,0.178,-2.4501
8.82,0.18,-2.4275
8.925,0.182,-2.4058
9.03,0.1843,-2.3834
9.141,0.1865,-2.3616
9.243,0.189,-2.3391
9.345,0.1913,-2.3168
9.453,0.1935,-2.2951
9.555,0.1962,-2.2729
9.66,0.1986,-2.2516
9.765,0.2009,-2.2295
9.87,0.2032,-2.2078
9.975,0.2055,-2.1862
10.08,0.2078,-2.164
10.185,0.2098,-2.143
10.29,0.2119,-2.1207
10.395,0.2138,-2.0992
10.5,0.2156,-2.0774
10.605,0.2173,-2.0554
10.71,0.2189,-2.0337
10.815,0.2205,-2.0115
10.923,0.2217,-1.9893
11.025,0.2227,-1.9673
11.139,0.2237,-1.9453
11.256,0.2245,-1.9189
11.364,0.2249,-1.8972
11.466,0.225,-1.8757
11.571,0.2249,-1.8543
11.673,0.2243,-1.8323
11.781,0.2232,-1.8115
11.886,0.2222,-1.7901
11.994,0.2209,-1.7686
12.096,0.2196,-1.7462
12.201,0.2173,-1.725
12.306,0.2149,-1.7032
12.411,0.2127,-1.681
12.519,0.2101,-1.6588
12.624,0.2073,-1.6366
12.726,0.2043,-1.6145
12.834,0.2013,-1.5924
12.939,0.1982,-1.5702
13.041,0.1953,-1.5478
13.149,0.1919,-1.5258
13.251,0.1886,-1.5039
13.356,0.1854,-1.4818
13.461,0.1818,-1.4605
13.566,0.1785,-1.4388
13.671,0.175,-1.4177
13.776,0.1712,-1.3957
13.881,0.1675,-1.3739
13.986,0.1638,-1.3514
14.091,0.1597,-1.3294
14.199,0.156,-1.307
14.304,0.1523,-1.2847
14.427,0.148,-1.2577
14.532,0.1444,-1.2356
14.637,0.1411,-1.2133
14.742,0.1378,-1.1909
14.844,0.1347,-1.1684
14.955,0.1317,-1.146
15.066,0.1288,-1.1242
15.183,0.1254,-1.0972
15.291,0.1229,-1.0762
15.402,0.1203,-1.0537
15.519,0.1171,-1.027
15.624,0.1145,-1.0055
15.729,0.1119,-0.9833
15.831,0.1092,-0.9612
15.939,0.1064,-0.9393
16.044,0.1036,-0.9173
16.149,0.1004,-0.8956
16.254,0.0972,-0.874
16.362,0.0939,-0.8537
16.464,0.0903,-0.8326
16.569,0.0864,-0.8114
16.674,0.0821,-0.7907
16.779,0.0776,-0.7692
16.884,0.0727,-0.7477
17.013,0.0667,-0.7239
17.139,0.06,-0.6989
17.241,0.0541,-0.6782
17.346,0.0478,-0.6573
17.457,0.0412,-0.6367
17.583,0.033,-0.6122
17.706,0.0248,-0.5893
17.829,0.0156,-0.5646
17.934,0.0077,-0.5447
18.045,-0.0008,-0.5247
18.165,-0.0113,-0.5008
18.27,-0.0201,-0.4821
18.375,-0.0296,-0.4629
18.483,-0.0394,-0.4432
18.585,-0.0498,-0.424
18.69,-0.0607,-0.4052
18.795,-0.0716,-0.3868
18.9,-0.0824,-0.3699
