t,x,y
0.0,1.5,-4.0
0.105,1.5,-4.0
0.21,1.4999,-4.0002
0.315,1.4997,-4.001
0.42,1.4994,-4.0024
0.528,1.4991,-4.0042
0.63,1.4989,-4.0066
0.735,1.4988,-4.009
0.837,1.4988,-4.0106
0.948,1.4989,-4.012
1.05,1.499,-4.0136
1.155,1.4993,-4.0152
1.26,1.4995,-4.0161
1.365,1.4997,-4.0173
1.47,1.5,-4.0184
1.575,1.5003,-4.0195
1.68,1.5005,-4.0205
1.785,1.5008,-4.0211
1.887,1.5008,-4.021
1.998,1.5008,-4.0207
2.1,1.5006,-4.0204
2.205,1.5005,-4.02
2.31,1.5003,-4.0194
2.415,1.5,-4.0189
2.52,1.4997,-4.0183
2.625,1.4994,-4.0176
2.73,1.4992,-4.0172
2.835,1.499,-4.0169
2.94,1.4989,-4.0167
3.045,1.4986,-4.0161
3.15,1.4981,-4.0152
3.255,1.4976,-4.0144
3.36,1.4972,-4.0138
3.465,1.4967,-4.0132
3.57,1.4962,-4.0125
3.675,1.4957,-4.0117
3.78,1.495,-4.0108
3.885,1.4943,-4.0099
3.987,1.4935,-4.0089
4.098,1.4926,-4.0079
4.2,1.4915,-4.0066
4.305,1.4906,-4.0055
4.41,1.4897,-4.0046
4.518,1.4889,-4.0038
4.62,1.4879,-4.0028
4.725,1.4868,-4.0017
4.827,1.4859,-4.0008
4.938,1.4848,-3.9998
5.04,1.4837,-3.9988
5.148,1.4825,-3.9977
5.25,1.4812,-3.9966
5.358,1.48,-3.9955
5.46,1.4787,-3.9945
5.568,1.4771,-3.9933
5.67,1.4758,-3.9922
5.778,1.4742,-3.9911
5.88,1.4718,-3.9892
5.985,1.4689,-3.9871
6.09,1.4658,-3.9849
6.204,1.463,-3.983
6.315,1.4601,-3.9811
6.429,1.457,-3.979
6.54,1.4545,-3.9773
6.66,1.4512,-3.9752
6.786,1.4479,-3.9731
6.888,1.4451,-3.9715
7.014,1.442,-3.9695
7.128,1.4393,-3.9679
7.23,1.4365,-3.9663
7.332,1.434,-3.9648
7.437,1.4315,-3.9634
7.539,1.4294,-3.9623
7.644,1.4271,-3.961
7.749,1.4239,-3.9592
7.854,1.4205,-3.9574
7.959,1.4171,-3.9555
8.064,1.4137,-3.9537
8.169,1.4104,-3.952
8.277,1.4078,-3.9507
8.379,1.4051,-3.9494
8.484,1.4025,-3.9481
8.589,1.3999,-3.9469
8.694,1.3974,-3.9457
8.799,1.3951,-3.9446
8.907,1.393,-3.9437
9.009,1.3911,-3.9428
9.117,1.3895,-3.9422
9.219,1.388,-3.9416
9.327,1.3864,-3.941
