t,x,y
0.0,3.5,-4.0
0.105,3.5,-4.0
0.21,3.4999,-4.0001
0.315,3.4993,-4.0007
0.42,3.4986,-4.0017
0.525,3.498,-4.0029
0.63,3.4975,-4.0045
0.735,3.4973,-4.0062
0.84,3.4971,-4.0082
0.948,3.4972,-4.0103
1.05,3.4974,-4.0126
1.155,3.4979,-4.015
1.26,3.4986,-4.0174
1.368,3.4996,-4.0199
1.47,3.5008,-4.0223
1.575,3.5022,-4.0247
1.68,3.5039,-4.027
1.785,3.5057,-4.0289
1.89,3.5017,-4.0252
1.998,3.4887,-4.0148
2.1,3.4716,-4.0024
2.205,3.4537,-3.991
2.31,3.4355,-3.9802
2.418,3.4171,-3.9698
2.559,3.3985,-3.9596
2.688,3.3685,-3.9438
2.802,3.3496,-3.9342
2.91,3.3306,-3.9249
3.027,3.3077,-3.914
3.132,3.2922,-3.9069
3.234,3.269,-3.8966
3.339,3.2495,-3.8883
3.444,3.23,-3.8802
3.549,3.2103,-3.8724
3.654,3.1906,-3.8648
3.762,3.1707,-3.8575
3.864,3.1508,-3.8503
3.969,3.1307,-3.8433
4.077,3.1104,-3.8365
4.182,3.0901,-3.8299
4.287,3.0697,-3.8235
4.389,3.0492,-3.8172
4.494,3.0287,-3.8109
4.599,3.008,-3.8048
4.704,2.9873,-3.7987
4.812,2.9666,-3.7927
4.935,2.9412,-3.7853
5.04,2.92,-3.7791
5.148,2.8983,-3.7727
5.25,2.8766,-3.7663
5.358,2.8548,-3.7597
5.46,2.8331,-3.7529
5.565,2.8114,-3.7459
5.67,2.7897,-3.7388
5.775,2.768,-3.7314
5.88,2.7464,-3.7238
5.991,2.7248,-3.716
6.114,2.6991,-3.7062
6.216,2.6777,-3.6977
6.321,2.6565,-3.689
6.429,2.6353,-3.6798
6.531,2.6143,-3.6702
6.636,2.5933,-3.6603
6.741,2.5725,-3.65
6.846,2.5519,-3.6393
6.951,2.5315,-3.628
7.056,2.5113,-3.616
7.164,2.4913,-3.6036
7.266,2.4716,-3.5906
7.371,2.4523,-3.577
7.476,2.4334,-3.5629
7.581,2.4149,-3.5482
7.686,2.397,-3.5329
7.791,2.3796,-3.5171
7.896,2.3626,-3.5007
8.001,2.3462,-3.4837
8.106,2.3303,-3.4662
8.211,2.315,-3.4483
8.319,2.3003,-3.4298
8.421,2.2862,-3.4109
8.526,2.2727,-3.3916
8.628,2.2598,-3.3719
8.736,2.2475,-3.3518
8.841,2.2359,-3.3313
8.946,2.2249,-3.3106
9.051,2.2145,-3.2896
9.156,2.2047,-3.2683
9.264,2.1955,-3.2468
9.366,2.1869,-3.2252
9.471,2.1788,-3.2033
9.576,2.1713,-3.1814
9.681,2.1642,-3.1593
9.786,2.1576,-3.1372
9.894,2.1515,-3.115
9.996,2.1457,-3.0928
10.101,2.1403,-3.0704
10.212,2.1352,-3.0481
10.332,2.1295,-3.0213
10.44,2.125,-2.999
10.542,2.1207,-2.9767
10.647,2.1166,-2.9545
10.752,2.1126,-2.9323
10.857,2.1088,-2.911
10.965,2.1051,-2.8897
11.067,2.1015,-2.8684
11.172,2.0977,-2.8473
11.28,2.0939,-2.8263
11.385,2.09,-2.8053
11.49,2.086,-2.7844
11.592,2.0819,-2.7635
11.697,2.0775,-2.7427
11.802,2.073,-2.722
11.91,2.0682,-2.7013
12.015,2.0632,-2.6807
12.132,2.057,-2.6561
12.237,2.0515,-2.6356
12.339,2.0469,-2.6193
12.453,2.0396,-2.595
12.561,2.0334,-2.5747
12.681,2.0255,-2.5506
12.792,2.0186,-2.5306
12.894,2.0115,-2.5107
13.002,2.0041,-2.4909
13.104,1.9964,-2.4712
13.209,1.9884,-2.4517
13.317,1.9801,-2.4324
13.419,1.9716,-2.4132
13.524,1.9627,-2.3942
13.629,1.9535,-2.3753
13.734,1.944,-2.3566
13.839,1.9341,-2.3381
13.944,1.9239,-2.3197
14.049,1.9134,-2.3016
14.154,1.9025,-2.2836
14.259,1.8913,-2.2659
14.364,1.8798,-2.2484
14.469,1.8679,-2.2312
14.577,1.8557,-2.2142
14.679,1.8432,-2.1975
14.784,1.8304,-2.181
14.889,1.8172,-2.1646
14.994,1.8036,-2.1486
15.099,1.7898,-2.1328
15.204,1.7756,-2.1173
15.309,1.7612,-2.1021
15.417,1.7465,-2.0871
15.519,1.7315,-2.0724
15.624,1.7163,-2.058
15.729,1.7008,-2.0439
15.834,1.685,-2.0301
15.942,1.6689,-2.0166
16.047,1.6527,-2.0034
16.149,1.6361,-1.9906
16.254,1.6194,-1.978
16.359,1.6024,-1.9658
16.464,1.5851,-1.9539
16.569,1.5676,-1.9424
16.677,1.5499,-1.9312
16.779,1.532,-1.9204
16.884,1.5139,-1.91
16.989,1.4956,-1.9
17.094,1.4771,-1.8903
17.202,1.4583,-1.881
17.31,1.4394,-1.872
17.412,1.4203,-1.8634
17.535,1.3971,-1.8536
17.64,1.3775,-1.8458
17.745,1.3579,-1.8383
17.85,1.338,-1.8312
17.955,1.3181,-1.8243
18.06,1.298,-1.8178
18.165,1.2778,-1.8116
18.273,1.2575,-1.8057
18.375,1.2371,-1.8002
18.48,1.2167,-1.7948
18.585,1.1961,-1.7898
18.69,1.1754,-1.785
18.795,1.1547,-1.7804
18.9,1.1339,-1.7761
19.005,1.113,-1.772
19.116,1.0921,-1.7681
19.236,1.0668,-1.7637
19.341,1.0457,-1.7601
19.446,1.0245,-1.7567
19.554,1.0032,-1.7534
19.656,0.9819,-1.7501
19.761,0.9599,-1.7467
19.866,0.9376,-1.7433
19.971,0.9151,-1.7398
20.076,0.8926,-1.7361
20.178,0.8701,-1.7323
20.289,0.8476,-1.7282
20.391,0.825,-1.7239
20.499,0.8025,-1.7193
20.601,0.78,-1.7143
20.706,0.7575,-1.7091
20.811,0.7351,-1.7034
20.916,0.7128,-1.6974
21.021,0.6905,-1.6908
21.126,0.6682,-1.6838
21.234,0.6461,-1.6763
21.336,0.6242,-1.6683
21.438,0.6024,-1.6596
21.543,0.5851,-1.6522
21.648,0.5636,-1.6423
21.756,0.5382,-1.6297
21.87,0.5175,-1.6187
21.993,0.4931,-1.6045
22.113,0.4692,-1.5893
22.218,0.4498,-1.5759
22.326,0.4307,-1.5619
22.428,0.4121,-1.5474
22.533,0.394,-1.5323
22.638,0.3764,-1.5166
22.743,0.3593,-1.5003
22.848,0.3427,-1.4835
22.953,0.3267,-1.4661
23.058,0.3113,-1.4482
23.163,0.2964,-1.4298
23.268,0.2822,-1.4109
23.379,0.2686,-1.3917
23.502,0.2531,-1.368
23.604,0.2409,-1.3478
23.709,0.2294,-1.3273
23.814,0.2184,-1.3064
23.922,0.2082,-1.2853
24.024,0.1985,-1.264
24.129,0.1895,-1.2425
24.234,0.181,-1.2207
24.339,0.1731,-1.1988
24.441,0.1658,-1.1768
24.549,0.1589,-1.1547
24.657,0.1526,-1.1324
24.759,0.1466,-1.11
24.867,0.1411,-1.0876
24.969,0.136,-1.0652
25.074,0.1313,-1.0427
25.179,0.1269,-1.0203
25.284,0.1228,-0.9978
25.389,0.1189,-0.9754
25.494,0.1153,-0.953
25.599,0.1118,-0.9312
25.707,0.1086,-0.9098
25.809,0.1054,-0.8885
25.92,0.1022,-0.8672
26.022,0.099,-0.846
